"plh0212","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","3","","",""
"1 Strongly disagree","2005","inadequately","7","","",""
"1 Strongly disagree","2005","general elemantary","19","","",""
"1 Strongly disagree","2005","middle vocational","50","0.00646898392782089","0.00491591152284108","0.0080220563328007"
"1 Strongly disagree","2005","vocational + Abi","1","","",""
"1 Strongly disagree","2005","higher vocational","8","","",""
"1 Strongly disagree","2005","higher education","8","","",""
"2 on scale 1-7 ","2005","in school","6","","",""
"2 on scale 1-7 ","2005","inadequately","3","","",""
"2 on scale 1-7 ","2005","general elemantary","15","","",""
"2 on scale 1-7 ","2005","middle vocational","41","0.00370560940729217","0.00252852768754635","0.004882691127038"
"2 on scale 1-7 ","2005","vocational + Abi","3","","",""
"2 on scale 1-7 ","2005","higher vocational","7","","",""
"2 on scale 1-7 ","2005","higher education","10","","",""
"3 on scale 1-7 ","2005","in school","36","0.0532368365626568","0.0359511201156004","0.0705225530097133"
"3 on scale 1-7 ","2005","inadequately","6","","",""
"3 on scale 1-7 ","2005","general elemantary","44","0.0173658551430112","0.012134197157241","0.0225975131287815"
"3 on scale 1-7 ","2005","middle vocational","128","0.0145019772614562","0.0121860525276823","0.0168179019952302"
"3 on scale 1-7 ","2005","vocational + Abi","14","","",""
"3 on scale 1-7 ","2005","higher vocational","7","","",""
"3 on scale 1-7 ","2005","higher education","43","0.00909705375131609","0.00621468078346674","0.0119794267191654"
"4 on scale 1-7","2005","in school","100","0.165612634193844","0.136991213955906","0.194234054431781"
"4 on scale 1-7","2005","inadequately","21","","",""
"4 on scale 1-7","2005","general elemantary","176","0.0729065563791738","0.0624944072479744","0.0833187055103733"
"4 on scale 1-7","2005","middle vocational","348","0.0358825341272105","0.0322793249000352","0.0394857433543857"
"4 on scale 1-7","2005","vocational + Abi","30","0.0373979375589429","0.0263451430040398","0.048450732113846"
"4 on scale 1-7","2005","higher vocational","37","0.026757317060069","0.0187339910372659","0.034780643082872"
"4 on scale 1-7","2005","higher education","118","0.029194259141005","0.024083338551972","0.0343051797300381"
"5 on scale 1-7","2005","in school","182","0.274755123413662","0.240385416985576","0.309124829841748"
"5 on scale 1-7","2005","inadequately","35","0.150647238916954","0.105106658898537","0.19618781893537"
"5 on scale 1-7","2005","general elemantary","401","0.163462393799917","0.148652668805465","0.178272118794369"
"5 on scale 1-7","2005","middle vocational","1167","0.111338808549695","0.10524520291059","0.117432414188799"
"5 on scale 1-7","2005","vocational + Abi","163","0.128144509034725","0.108673111127225","0.147615906942224"
"5 on scale 1-7","2005","higher vocational","168","0.107594510951675","0.0921881964867573","0.123000825416593"
"5 on scale 1-7","2005","higher education","571","0.139847387118937","0.129318095099089","0.150376679138785"
"6 on scale 1-7","2005","in school","199","0.273673434435624","0.239345879273625","0.308000989597624"
"6 on scale 1-7","2005","inadequately","72","0.321571799347729","0.262106331236803","0.381037267458656"
"6 on scale 1-7","2005","general elemantary","690","0.266944377546033","0.249228030230085","0.284660724861981"
"6 on scale 1-7","2005","middle vocational","3225","0.303263419329619","0.294358555709763","0.312168282949476"
"6 on scale 1-7","2005","vocational + Abi","419","0.370122542997465","0.341995396250563","0.398249689744368"
"6 on scale 1-7","2005","higher vocational","539","0.35666465696611","0.332848519564855","0.380480794367365"
"6 on scale 1-7","2005","higher education","1529","0.366789221570215","0.352158468931588","0.381419974208842"
"7 Strongly agree","2005","in school","122","0.221597356674576","0.189619818437592","0.253574894911559"
"7 Strongly agree","2005","inadequately","93","0.411481606016485","0.348830440933141","0.474132771099828"
"7 Strongly agree","2005","general elemantary","1050","0.465124939938814","0.445149041572022","0.485100838305605"
"7 Strongly agree","2005","middle vocational","5277","0.524838667396907","0.51516443735265","0.534512897441163"
"7 Strongly agree","2005","vocational + Abi","502","0.437310610364231","0.408413511225898","0.466207709502563"
"7 Strongly agree","2005","higher vocational","788","0.496965593809488","0.472106540233207","0.52182464738577"
"7 Strongly agree","2005","higher education","1889","0.448975400162057","0.433875259151961","0.464075541172152"
"1 Strongly disagree","2006","in school","","","",""
"1 Strongly disagree","2006","inadequately","","","",""
"1 Strongly disagree","2006","general elemantary","","","",""
"1 Strongly disagree","2006","middle vocational","","","",""
"1 Strongly disagree","2006","vocational + Abi","","","",""
"1 Strongly disagree","2006","higher vocational","","","",""
"1 Strongly disagree","2006","higher education","","","",""
"2 on scale 1-7 ","2006","in school","","","",""
"2 on scale 1-7 ","2006","inadequately","","","",""
"2 on scale 1-7 ","2006","general elemantary","","","",""
"2 on scale 1-7 ","2006","middle vocational","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","higher vocational","","","",""
"2 on scale 1-7 ","2006","higher education","","","",""
"3 on scale 1-7 ","2006","in school","","","",""
"3 on scale 1-7 ","2006","inadequately","","","",""
"3 on scale 1-7 ","2006","general elemantary","","","",""
"3 on scale 1-7 ","2006","middle vocational","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","higher vocational","","","",""
"3 on scale 1-7 ","2006","higher education","","","",""
"4 on scale 1-7","2006","in school","","","",""
"4 on scale 1-7","2006","inadequately","","","",""
"4 on scale 1-7","2006","general elemantary","","","",""
"4 on scale 1-7","2006","middle vocational","","","",""
"4 on scale 1-7","2006","vocational + Abi","","","",""
"4 on scale 1-7","2006","higher vocational","","","",""
"4 on scale 1-7","2006","higher education","","","",""
"5 on scale 1-7","2006","in school","","","",""
"5 on scale 1-7","2006","inadequately","","","",""
"5 on scale 1-7","2006","general elemantary","","","",""
"5 on scale 1-7","2006","middle vocational","","","",""
"5 on scale 1-7","2006","vocational + Abi","","","",""
"5 on scale 1-7","2006","higher vocational","","","",""
"5 on scale 1-7","2006","higher education","","","",""
"6 on scale 1-7","2006","in school","","","",""
"6 on scale 1-7","2006","inadequately","","","",""
"6 on scale 1-7","2006","general elemantary","","","",""
"6 on scale 1-7","2006","middle vocational","","","",""
"6 on scale 1-7","2006","vocational + Abi","","","",""
"6 on scale 1-7","2006","higher vocational","","","",""
"6 on scale 1-7","2006","higher education","","","",""
"7 Strongly agree","2006","in school","","","",""
"7 Strongly agree","2006","inadequately","","","",""
"7 Strongly agree","2006","general elemantary","","","",""
"7 Strongly agree","2006","middle vocational","","","",""
"7 Strongly agree","2006","vocational + Abi","","","",""
"7 Strongly agree","2006","higher vocational","","","",""
"7 Strongly agree","2006","higher education","","","",""
"1 Strongly disagree","2007","in school","","","",""
"1 Strongly disagree","2007","inadequately","","","",""
"1 Strongly disagree","2007","general elemantary","","","",""
"1 Strongly disagree","2007","middle vocational","","","",""
"1 Strongly disagree","2007","vocational + Abi","","","",""
"1 Strongly disagree","2007","higher vocational","","","",""
"1 Strongly disagree","2007","higher education","","","",""
"2 on scale 1-7 ","2007","in school","","","",""
"2 on scale 1-7 ","2007","inadequately","","","",""
"2 on scale 1-7 ","2007","general elemantary","","","",""
"2 on scale 1-7 ","2007","middle vocational","","","",""
"2 on scale 1-7 ","2007","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","higher vocational","","","",""
"2 on scale 1-7 ","2007","higher education","","","",""
"3 on scale 1-7 ","2007","in school","","","",""
"3 on scale 1-7 ","2007","inadequately","","","",""
"3 on scale 1-7 ","2007","general elemantary","","","",""
"3 on scale 1-7 ","2007","middle vocational","","","",""
"3 on scale 1-7 ","2007","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","higher vocational","","","",""
"3 on scale 1-7 ","2007","higher education","","","",""
