"plh0212","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","lower secondary degree","7","","",""
"1 Strongly disagree","2005","16-34 y.","secondary school degree","","","",""
"1 Strongly disagree","2005","16-34 y.","college entrance qualification","2","","",""
"1 Strongly disagree","2005","16-34 y.","Other degree","1","","",""
"1 Strongly disagree","2005","16-34 y.","no degree/no degree yet","3","","",""
"1 Strongly disagree","2005","35-65 y.","lower secondary degree","22","","",""
"1 Strongly disagree","2005","35-65 y.","secondary school degree","13","","",""
"1 Strongly disagree","2005","35-65 y.","college entrance qualification","3","","",""
"1 Strongly disagree","2005","35-65 y.","Other degree","3","","",""
"1 Strongly disagree","2005","35-65 y.","no degree/no degree yet","2","","",""
"1 Strongly disagree","2005","66 and older","lower secondary degree","27","","",""
"1 Strongly disagree","2005","66 and older","secondary school degree","4","","",""
"1 Strongly disagree","2005","66 and older","college entrance qualification","3","","",""
"1 Strongly disagree","2005","66 and older","Other degree","2","","",""
"1 Strongly disagree","2005","66 and older","no degree/no degree yet","4","","",""
"2 on scale 1-7 ","2005","16-34 y.","lower secondary degree","1","","",""
"2 on scale 1-7 ","2005","16-34 y.","secondary school degree","5","","",""
"2 on scale 1-7 ","2005","16-34 y.","college entrance qualification","6","","",""
"2 on scale 1-7 ","2005","16-34 y.","Other degree","1","","",""
"2 on scale 1-7 ","2005","16-34 y.","no degree/no degree yet","6","","",""
"2 on scale 1-7 ","2005","35-65 y.","lower secondary degree","15","","",""
"2 on scale 1-7 ","2005","35-65 y.","secondary school degree","11","","",""
"2 on scale 1-7 ","2005","35-65 y.","college entrance qualification","9","","",""
"2 on scale 1-7 ","2005","35-65 y.","Other degree","4","","",""
"2 on scale 1-7 ","2005","35-65 y.","no degree/no degree yet","2","","",""
"2 on scale 1-7 ","2005","66 and older","lower secondary degree","18","","",""
"2 on scale 1-7 ","2005","66 and older","secondary school degree","5","","",""
"2 on scale 1-7 ","2005","66 and older","college entrance qualification","1","","",""
"2 on scale 1-7 ","2005","66 and older","Other degree","","","",""
"2 on scale 1-7 ","2005","66 and older","no degree/no degree yet","1","","",""
"3 on scale 1-7 ","2005","16-34 y.","lower secondary degree","22","","",""
"3 on scale 1-7 ","2005","16-34 y.","secondary school degree","12","","",""
"3 on scale 1-7 ","2005","16-34 y.","college entrance qualification","26","","",""
"3 on scale 1-7 ","2005","16-34 y.","Other degree","6","","",""
"3 on scale 1-7 ","2005","16-34 y.","no degree/no degree yet","37","0.0498152268037237","0.0336053343668044","0.066025119240643"
"3 on scale 1-7 ","2005","35-65 y.","lower secondary degree","35","0.00906073040486055","0.00601248988976748","0.0121089709199536"
"3 on scale 1-7 ","2005","35-65 y.","secondary school degree","35","0.00972837749675323","0.00663241590352859","0.0128243390899779"
"3 on scale 1-7 ","2005","35-65 y.","college entrance qualification","35","0.00991239340621033","0.00639774485893374","0.0134270419534869"
"3 on scale 1-7 ","2005","35-65 y.","Other degree","17","","",""
"3 on scale 1-7 ","2005","35-65 y.","no degree/no degree yet","2","","",""
"3 on scale 1-7 ","2005","66 and older","lower secondary degree","27","","",""
"3 on scale 1-7 ","2005","66 and older","secondary school degree","13","","",""
"3 on scale 1-7 ","2005","66 and older","college entrance qualification","5","","",""
"3 on scale 1-7 ","2005","66 and older","Other degree","3","","",""
