"plh0212","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","76","0.011956940236688","0.0095479076220203","0.0143659728513557","1"
"1 Strongly disagree","2005","Employed","21","","","","1"
"2 on scale 1-7 ","2005","Employed","33","0.00208629216676754","0.00129737649190467","0.00287520784163041","2"
"2 on scale 1-7 ","2005","Not Employed","57","0.00748481484703116","0.00557450495170868","0.00939512474235363","2"
"3 on scale 1-7 ","2005","Not Employed","153","0.0187898391514141","0.0157803882373883","0.0217992900654398","3"
"3 on scale 1-7 ","2005","Employed","136","0.0120411885950447","0.0101553669074658","0.0139270102826237","3"
"4 on scale 1-7","2005","Employed","358","0.0296106822569817","0.0266798312730655","0.0325415332408979","4"
"4 on scale 1-7","2005","Not Employed","505","0.0647213866905754","0.0592683411692347","0.070174432211916","4"
"5 on scale 1-7","2005","Not Employed","1240","0.158091863119847","0.150005898685544","0.166177827554149","5"
"5 on scale 1-7","2005","Employed","1496","0.110856455531233","0.10542816653075","0.116284744531717","5"
"6 on scale 1-7","2005","Employed","4412","0.337257197626281","0.329082914977118","0.345431480275444","6"
"6 on scale 1-7","2005","Not Employed","2356","0.284192935667626","0.274196404055873","0.294189467279378","6"
"7 Strongly agree","2005","Employed","6394","0.505940025327152","0.497295604875596","0.514584445778709","7"
"7 Strongly agree","2005","Not Employed","3433","0.454762220286819","0.44372575824634","0.465798682327299","7"
"1 Strongly disagree","2006","Not Employed","","","","","1"
"1 Strongly disagree","2006","Employed","","","","","1"
"2 on scale 1-7 ","2006","Not Employed","","","","","2"
"2 on scale 1-7 ","2006","Employed","","","","","2"
"3 on scale 1-7 ","2006","Employed","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","","","","","3"
"4 on scale 1-7","2006","Not Employed","","","","","4"
"4 on scale 1-7","2006","Employed","","","","","4"
"5 on scale 1-7","2006","Employed","","","","","5"
"5 on scale 1-7","2006","Not Employed","","","","","5"
"6 on scale 1-7","2006","Employed","","","","","6"
"6 on scale 1-7","2006","Not Employed","","","","","6"
"7 Strongly agree","2006","Employed","","","","","7"
"7 Strongly agree","2006","Not Employed","","","","","7"
"1 Strongly disagree","2007","Not Employed","","","","","1"
"1 Strongly disagree","2007","Employed","","","","","1"
"2 on scale 1-7 ","2007","Employed","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","","","","","3"
"3 on scale 1-7 ","2007","Employed","","","","","3"
"4 on scale 1-7","2007","Employed","","","","","4"
"4 on scale 1-7","2007","Not Employed","","","","","4"
"5 on scale 1-7","2007","Employed","","","","","5"
"5 on scale 1-7","2007","Not Employed","","","","","5"
"6 on scale 1-7","2007","Employed","","","","","6"
"6 on scale 1-7","2007","Not Employed","","","","","6"
"7 Strongly agree","2007","Not Employed","","","","","7"
"7 Strongly agree","2007","Employed","","","","","7"
"1 Strongly disagree","2008","Not Employed","","","","","1"
"1 Strongly disagree","2008","Employed","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","","","","","2"
"2 on scale 1-7 ","2008","Employed","","","","","2"
"3 on scale 1-7 ","2008","Employed","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","","","","","3"
"4 on scale 1-7","2008","Not Employed","","","","","4"
"4 on scale 1-7","2008","Employed","","","","","4"
"5 on scale 1-7","2008","Employed","","","","","5"
"5 on scale 1-7","2008","Not Employed","","","","","5"
"6 on scale 1-7","2008","Employed","","","","","6"
"6 on scale 1-7","2008","Not Employed","","","","","6"
"7 Strongly agree","2008","Not Employed","","","","","7"
"7 Strongly agree","2008","Employed","","","","","7"
"1 Strongly disagree","2009","Not Employed","54","0.0110977992673942","0.00859958020061527","0.0135960183341731","1"
"1 Strongly disagree","2009","Employed","16","","","","1"
"2 on scale 1-7 ","2009","Employed","50","0.00545391016609208","0.00409103267028292","0.00681678766190123","2"
"2 on scale 1-7 ","2009","Not Employed","64","0.0106915206193356","0.00823895283672992","0.0131440884019412","2"
"3 on scale 1-7 ","2009","Not Employed","154","0.0255564524693643","0.0217931940604508","0.0293197108782779","3"
"3 on scale 1-7 ","2009","Employed","168","0.0182612730574194","0.0157835437380185","0.0207390023768203","3"
"4 on scale 1-7","2009","Employed","411","0.0391665701578544","0.0355767540950753","0.0427563862206335","4"
"4 on scale 1-7","2009","Not Employed","480","0.0757049779559344","0.0693968144726439","0.0820131414392249","4"
"5 on scale 1-7","2009","Employed","1387","0.124209523771774","0.11810617861931","0.130312868924237","5"
"5 on scale 1-7","2009","Not Employed","1077","0.155504918425946","0.146863082003223","0.164146754848669","5"
"6 on scale 1-7","2009","Employed","3911","0.341523278720378","0.332747801526801","0.350298755913956","6"
"6 on scale 1-7","2009","Not Employed","2053","0.279419564639776","0.268719040444938","0.290120088834614","6"
"7 Strongly agree","2009","Not Employed","2873","0.44202476662225","0.430181645324655","0.453867887919844","7"
"7 Strongly agree","2009","Employed","5275","0.469780182841781","0.460544570460437","0.479015795223125","7"
"1 Strongly disagree","2010","Not Employed","","","","","1"
"1 Strongly disagree","2010","Employed","","","","","1"
"2 on scale 1-7 ","2010","Not Employed","","","","","2"
