"plh0212","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","Male","34","0.0120218282766684","0.00820931497197324","0.0158343415813636"
"1 Strongly disagree","2005","Not Employed","Female","42","0.0119145868407797","0.00880633994957336","0.0150228337319861"
"1 Strongly disagree","2005","Employed","Male","11","","",""
"1 Strongly disagree","2005","Employed","Female","10","","",""
"2 on scale 1-7 ","2005","Not Employed","Male","28","","",""
"2 on scale 1-7 ","2005","Not Employed","Female","29","","",""
"2 on scale 1-7 ","2005","Employed","Male","18","","",""
"2 on scale 1-7 ","2005","Employed","Female","15","","",""
"3 on scale 1-7 ","2005","Not Employed","Male","77","0.0238630992615874","0.0185239603246566","0.0292022381985182"
"3 on scale 1-7 ","2005","Not Employed","Female","76","0.015478446265195","0.011942097689639","0.0190147948407511"
"3 on scale 1-7 ","2005","Employed","Male","78","0.0135996360101674","0.0108343464302868","0.0163649255900479"
"3 on scale 1-7 ","2005","Employed","Female","58","0.0101717406721263","0.00765597890251054","0.012687502441742"
"4 on scale 1-7","2005","Not Employed","Male","218","0.0656611014891432","0.0569962977540646","0.0743259052242217"
"4 on scale 1-7","2005","Not Employed","Female","287","0.0641080207618676","0.0570910798803794","0.0711249616433559"
"4 on scale 1-7","2005","Employed","Male","195","0.0303913885188466","0.0262928986479898","0.0344898783897034"
"4 on scale 1-7","2005","Employed","Female","163","0.0286741798857817","0.0244899077858803","0.0328584519856831"
"5 on scale 1-7","2005","Not Employed","Male","496","0.164065174112168","0.151109892898865","0.177020455325471"
"5 on scale 1-7","2005","Not Employed","Female","744","0.154192993537449","0.14384760681647","0.164538380258427"
"5 on scale 1-7","2005","Employed","Male","835","0.118331042684657","0.110619300828544","0.12604278454077"
"5 on scale 1-7","2005","Employed","Female","661","0.101890255393168","0.0943058248437763","0.109474685942559"
"6 on scale 1-7","2005","Not Employed","Male","903","0.276063384516727","0.260424451887809","0.291702317145646"
"6 on scale 1-7","2005","Not Employed","Female","1453","0.289499215508325","0.276506954194941","0.30249147682171"
"6 on scale 1-7","2005","Employed","Male","2446","0.353593000398865","0.342178544414398","0.365007456383332"
"6 on scale 1-7","2005","Employed","Female","1966","0.317661456206921","0.305988679910768","0.329334232503075"
"7 Strongly agree","2005","Not Employed","Male","1383","0.449711957793771","0.432309335723692","0.46711457986385"
"7 Strongly agree","2005","Not Employed","Female","2050","0.458058602283769","0.443785596040077","0.472331608527461"
"7 Strongly agree","2005","Employed","Male","3156","0.480406724198076","0.468478201462274","0.492335246933878"
"7 Strongly agree","2005","Employed","Female","3238","0.536568698645108","0.524066186126486","0.54907121116373"
"1 Strongly disagree","2006","Not Employed","Male","","","",""
"1 Strongly disagree","2006","Not Employed","Female","","","",""
"1 Strongly disagree","2006","Employed","Male","","","",""
"1 Strongly disagree","2006","Employed","Female","","","",""
"2 on scale 1-7 ","2006","Not Employed","Male","","","",""
"2 on scale 1-7 ","2006","Not Employed","Female","","","",""
"2 on scale 1-7 ","2006","Employed","Male","","","",""
"2 on scale 1-7 ","2006","Employed","Female","","","",""
"3 on scale 1-7 ","2006","Not Employed","Male","","","",""
"3 on scale 1-7 ","2006","Not Employed","Female","","","",""
"3 on scale 1-7 ","2006","Employed","Male","","","",""
"3 on scale 1-7 ","2006","Employed","Female","","","",""
"4 on scale 1-7","2006","Not Employed","Male","","","",""
"4 on scale 1-7","2006","Not Employed","Female","","","",""
"4 on scale 1-7","2006","Employed","Male","","","",""
"4 on scale 1-7","2006","Employed","Female","","","",""
"5 on scale 1-7","2006","Not Employed","Male","","","",""
"5 on scale 1-7","2006","Not Employed","Female","","","",""
"5 on scale 1-7","2006","Employed","Male","","","",""
"5 on scale 1-7","2006","Employed","Female","","","",""
"6 on scale 1-7","2006","Not Employed","Male","","","",""
"6 on scale 1-7","2006","Not Employed","Female","","","",""
"6 on scale 1-7","2006","Employed","Male","","","",""
"6 on scale 1-7","2006","Employed","Female","","","",""
"7 Strongly agree","2006","Not Employed","Male","","","",""
"7 Strongly agree","2006","Not Employed","Female","","","",""
"7 Strongly agree","2006","Employed","Male","","","",""
"7 Strongly agree","2006","Employed","Female","","","",""
"1 Strongly disagree","2007","Not Employed","Male","","","",""
"1 Strongly disagree","2007","Not Employed","Female","","","",""
"1 Strongly disagree","2007","Employed","Male","","","",""
"1 Strongly disagree","2007","Employed","Female","","","",""
"2 on scale 1-7 ","2007","Not Employed","Male","","","",""
"2 on scale 1-7 ","2007","Not Employed","Female","","","",""
"2 on scale 1-7 ","2007","Employed","Male","","","",""
"2 on scale 1-7 ","2007","Employed","Female","","","",""
"3 on scale 1-7 ","2007","Not Employed","Male","","","",""
"3 on scale 1-7 ","2007","Not Employed","Female","","","",""
"3 on scale 1-7 ","2007","Employed","Male","","","",""
"3 on scale 1-7 ","2007","Employed","Female","","","",""
"4 on scale 1-7","2007","Not Employed","Male","","","",""
