"plh0212","year","education","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","no migration background","48","0.00900588863169369","0.0066566280567095","0.0113551492066779"
"1 Strongly disagree","2005","lower secondary degree","direct migration background","6","","",""
"1 Strongly disagree","2005","lower secondary degree","indirect migration background","2","","",""
"1 Strongly disagree","2005","secondary school degree","no migration background","16","","",""
"1 Strongly disagree","2005","secondary school degree","direct migration background","","","",""
"1 Strongly disagree","2005","secondary school degree","indirect migration background","1","","",""
"1 Strongly disagree","2005","college entrance qualification","no migration background","8","","",""
"1 Strongly disagree","2005","college entrance qualification","direct migration background","","","",""
"1 Strongly disagree","2005","college entrance qualification","indirect migration background","","","",""
"1 Strongly disagree","2005","Other degree","no migration background","","","",""
"1 Strongly disagree","2005","Other degree","direct migration background","4","","",""
"1 Strongly disagree","2005","Other degree","indirect migration background","2","","",""
"1 Strongly disagree","2005","no degree/no degree yet","no migration background","2","","",""
"1 Strongly disagree","2005","no degree/no degree yet","direct migration background","6","","",""
"1 Strongly disagree","2005","no degree/no degree yet","indirect migration background","1","","",""
"2 on scale 1-7 ","2005","lower secondary degree","no migration background","31","0.00559357021715592","0.00373893340169708","0.00744820703261476"
"2 on scale 1-7 ","2005","lower secondary degree","direct migration background","3","","",""
"2 on scale 1-7 ","2005","lower secondary degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","secondary school degree","no migration background","20","","",""
"2 on scale 1-7 ","2005","secondary school degree","direct migration background","1","","",""
"2 on scale 1-7 ","2005","secondary school degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","no migration background","16","","",""
"2 on scale 1-7 ","2005","college entrance qualification","direct migration background","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Other degree","no migration background","","","",""
"2 on scale 1-7 ","2005","Other degree","direct migration background","5","","",""
"2 on scale 1-7 ","2005","Other degree","indirect migration background","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","no migration background","7","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","direct migration background","1","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","indirect migration background","1","","",""
"3 on scale 1-7 ","2005","lower secondary degree","no migration background","70","0.0108605265353298","0.00828309834186286","0.0134379547287966"
"3 on scale 1-7 ","2005","lower secondary degree","direct migration background","11","","",""
"3 on scale 1-7 ","2005","lower secondary degree","indirect migration background","3","","",""
"3 on scale 1-7 ","2005","secondary school degree","no migration background","58","0.0135083302059855","0.010476484977762","0.016540175434209"
"3 on scale 1-7 ","2005","secondary school degree","direct migration background","1","","",""
"3 on scale 1-7 ","2005","secondary school degree","indirect migration background","1","","",""
"3 on scale 1-7 ","2005","college entrance qualification","no migration background","60","0.013918657868015","0.0105807005922696","0.0172566151437605"
"3 on scale 1-7 ","2005","college entrance qualification","direct migration background","2","","",""
"3 on scale 1-7 ","2005","college entrance qualification","indirect migration background","4","","",""
"3 on scale 1-7 ","2005","Other degree","no migration background","3","","",""
"3 on scale 1-7 ","2005","Other degree","direct migration background","22","","",""
