"plh0212","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","no migration background","14","","","","1"
"1 Strongly disagree","2005","Full Time","direct migration background","","","","","1"
"1 Strongly disagree","2005","Full Time","indirect migration background","","","","","1"
"1 Strongly disagree","2005","Part Time","no migration background","4","","","","1"
"1 Strongly disagree","2005","Part Time","direct migration background","3","","","","1"
"1 Strongly disagree","2005","Part Time","indirect migration background","","","","","1"
"1 Strongly disagree","2005","Not Working","no migration background","56","0.0106747484207283","0.00818431814249124","0.0131651786989654","1"
"1 Strongly disagree","2005","Not Working","direct migration background","13","","","","1"
"1 Strongly disagree","2005","Not Working","indirect migration background","7","","","","1"
"2 on scale 1-7 ","2005","Part Time","indirect migration background","","","","","2"
"2 on scale 1-7 ","2005","Full Time","no migration background","16","","","","2"
"2 on scale 1-7 ","2005","Full Time","indirect migration background","","","","","2"
"2 on scale 1-7 ","2005","Part Time","no migration background","11","","","","2"
"2 on scale 1-7 ","2005","Part Time","direct migration background","5","","","","2"
"2 on scale 1-7 ","2005","Not Working","no migration background","50","0.00839845602717998","0.00618691836397181","0.0106099936903882","2"
"2 on scale 1-7 ","2005","Not Working","direct migration background","5","","","","2"
"2 on scale 1-7 ","2005","Not Working","indirect migration background","2","","","","2"
"2 on scale 1-7 ","2005","Full Time","direct migration background","1","","","","2"
"3 on scale 1-7 ","2005","Full Time","direct migration background","10","","","","3"
"3 on scale 1-7 ","2005","Full Time","no migration background","56","0.00821883905623723","0.00608825015033704","0.0103494279621374","3"
"3 on scale 1-7 ","2005","Part Time","indirect migration background","7","","","","3"
"3 on scale 1-7 ","2005","Not Working","no migration background","117","0.0183797823441287","0.0151246552809719","0.0216349094072854","3"
"3 on scale 1-7 ","2005","Full Time","indirect migration background","","","","","3"
"3 on scale 1-7 ","2005","Part Time","no migration background","56","0.0139401953955493","0.0103257972155747","0.0175545935755239","3"
"3 on scale 1-7 ","2005","Part Time","direct migration background","7","","","","3"
"3 on scale 1-7 ","2005","Not Working","direct migration background","23","","","","3"
"3 on scale 1-7 ","2005","Not Working","indirect migration background","13","","","","3"
"4 on scale 1-7","2005","Full Time","direct migration background","21","","","","4"
"4 on scale 1-7","2005","Full Time","indirect migration background","11","","","","4"
"4 on scale 1-7","2005","Part Time","indirect migration background","9","","","","4"
"4 on scale 1-7","2005","Not Working","no migration background","371","0.0576026540493575","0.0519563496128748","0.0632489584858402","4"
"4 on scale 1-7","2005","Not Working","direct migration background","93","0.088169748259037","0.0705607268876216","0.105778769630452","4"
"4 on scale 1-7","2005","Part Time","direct migration background","29","","","","4"
"4 on scale 1-7","2005","Part Time","no migration background","137","0.0356263320373104","0.0299120961574354","0.0413405679171854","4"
"4 on scale 1-7","2005","Not Working","indirect migration background","41","0.156193849196253","0.113896984062338","0.198490714330169","4"
"4 on scale 1-7","2005","Full Time","no migration background","151","0.0238282250431334","0.0202291121802326","0.0274273379060342","4"
"5 on scale 1-7","2005","Part Time","no migration background","534","0.12410808017512","0.113943832825006","0.134272327525234","5"
"5 on scale 1-7","2005","Part Time","indirect migration background","24","","","","5"
"5 on scale 1-7","2005","Not Working","no migration background","1029","0.154671700090226","0.145908874854292","0.16343452532616","5"
"5 on scale 1-7","2005","Full Time","direct migration background","76","0.0792728097309184","0.0606215495608755","0.0979240699009613","5"
"5 on scale 1-7","2005","Full Time","indirect migration background","51","0.188456252369181","0.146133645285598","0.230778859452764","5"
"5 on scale 1-7","2005","Part Time","direct migration background","69","0.130142734051086","0.102225977943918","0.158059490158255","5"
"5 on scale 1-7","2005","Not Working","direct migration background","147","0.163706943656806","0.140727938770196","0.186685948543416","5"
"5 on scale 1-7","2005","Not Working","indirect migration background","64","0.227480679101643","0.178639987360216","0.27632137084307","5"
"5 on scale 1-7","2005","Full Time","no migration background","742","0.101984056790699","0.0948424709389663","0.109125642642432","5"
"6 on scale 1-7","2005","Not Working","no migration background","2004","0.287244734459622","0.276279390180189","0.298210078739054","6"
"6 on scale 1-7","2005","Not Working","direct migration background","278","0.277525654313762","0.249716921167399","0.305334387460125","6"
"6 on scale 1-7","2005","Full Time","no migration background","2396","0.338464032799122","0.327297470606354","0.349630594991889","6"
"6 on scale 1-7","2005","Full Time","direct migration background","247","0.316626009242213","0.284512846040302","0.348739172444124","6"
"6 on scale 1-7","2005","Part Time","no migration background","1417","0.34729083037788","0.332613182935026","0.361968477820734","6"
"6 on scale 1-7","2005","Part Time","indirect migration background","71","0.37458038129592","0.310329645116807","0.438831117475033","6"
"6 on scale 1-7","2005","Not Working","indirect migration background","74","0.229737909232418","0.180727258648806","0.27874855981603","6"
"6 on scale 1-7","2005","Full Time","indirect migration background","101","0.299445878622217","0.24987904399824","0.349012713246194","6"
"6 on scale 1-7","2005","Part Time","direct migration background","180","0.302468011988108","0.264356798098517","0.340579225877699","6"
"7 Strongly agree","2005","Part Time","indirect migration background","107","0.422938933314599","0.357359212399144","0.488518654230054","7"
"7 Strongly agree","2005","Not Working","direct migration background","437","0.43178109070557","0.401019550785883","0.462542630625257","7"
"7 Strongly agree","2005","Not Working","indirect migration background","82","0.329437854106686","0.274678144032342","0.384197564181029","7"
"7 Strongly agree","2005","Not Working","no migration background","2914","0.463027924608758","0.450944070901076","0.47511177831644","7"
"7 Strongly agree","2005","Full Time","no migration background","3523","0.523136858580222","0.51135019104043","0.534923526120013","7"
"7 Strongly agree","2005","Full Time","direct migration background","451","0.553425216159475","0.519104436890567","0.587745995428384","7"
"7 Strongly agree","2005","Full Time","indirect migration background","165","0.485602487526769","0.431514471647563","0.539690503405976","7"
"7 Strongly agree","2005","Part Time","no migration background","1883","0.474418280539942","0.459024305796154","0.489812255283731","7"
"7 Strongly agree","2005","Part Time","direct migration background","265","0.489752253182397","0.448275021674537","0.531229484690257","7"
"1 Strongly disagree","2006","Full Time","no migration background","","","","","1"
"1 Strongly disagree","2006","Full Time","direct migration background","","","","","1"
"1 Strongly disagree","2006","Full Time","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Part Time","no migration background","","","","","1"
"1 Strongly disagree","2006","Part Time","direct migration background","","","","","1"
"1 Strongly disagree","2006","Part Time","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Not Working","no migration background","","","","","1"
"1 Strongly disagree","2006","Not Working","direct migration background","","","","","1"
"1 Strongly disagree","2006","Not Working","indirect migration background","","","","","1"
"2 on scale 1-7 ","2006","Full Time","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Part Time","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Working","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Full Time","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Full Time","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Part Time","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Part Time","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Working","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Working","indirect migration background","","","","","2"
"3 on scale 1-7 ","2006","Full Time","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Full Time","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Working","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Part Time","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Full Time","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Part Time","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Working","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Working","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Part Time","direct migration background","","","","","3"
"4 on scale 1-7","2006","Not Working","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Full Time","no migration background","","","","","4"
"4 on scale 1-7","2006","Full Time","direct migration background","","","","","4"
"4 on scale 1-7","2006","Full Time","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Part Time","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Not Working","no migration background","","","","","4"
"4 on scale 1-7","2006","Not Working","direct migration background","","","","","4"
"4 on scale 1-7","2006","Part Time","no migration background","","","","","4"
"4 on scale 1-7","2006","Part Time","direct migration background","","","","","4"
"5 on scale 1-7","2006","Part Time","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Full Time","no migration background","","","","","5"
"5 on scale 1-7","2006","Full Time","direct migration background","","","","","5"
"5 on scale 1-7","2006","Part Time","direct migration background","","","","","5"
"5 on scale 1-7","2006","Not Working","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Working","direct migration background","","","","","5"
"5 on scale 1-7","2006","Not Working","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Full Time","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Part Time","no migration background","","","","","5"
"6 on scale 1-7","2006","Full Time","direct migration background","","","","","6"
"6 on scale 1-7","2006","Part Time","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Not Working","no migration background","","","","","6"
"6 on scale 1-7","2006","Not Working","direct migration background","","","","","6"
"6 on scale 1-7","2006","Not Working","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Part Time","direct migration background","","","","","6"
"6 on scale 1-7","2006","Full Time","no migration background","","","","","6"
"6 on scale 1-7","2006","Full Time","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Part Time","no migration background","","","","","6"
"7 Strongly agree","2006","Not Working","indirect migration background","","","","","7"
"7 Strongly agree","2006","Part Time","indirect migration background","","","","","7"
"7 Strongly agree","2006","Not Working","no migration background","","","","","7"
"7 Strongly agree","2006","Not Working","direct migration background","","","","","7"
"7 Strongly agree","2006","Full Time","no migration background","","","","","7"
"7 Strongly agree","2006","Full Time","direct migration background","","","","","7"
"7 Strongly agree","2006","Full Time","indirect migration background","","","","","7"
"7 Strongly agree","2006","Part Time","no migration background","","","","","7"
"7 Strongly agree","2006","Part Time","direct migration background","","","","","7"
"1 Strongly disagree","2007","Part Time","direct migration background","","","","","1"
"1 Strongly disagree","2007","Part Time","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Not Working","no migration background","","","","","1"
"1 Strongly disagree","2007","Not Working","direct migration background","","","","","1"
"1 Strongly disagree","2007","Not Working","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Full Time","no migration background","","","","","1"
"1 Strongly disagree","2007","Full Time","direct migration background","","","","","1"
"1 Strongly disagree","2007","Full Time","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Part Time","no migration background","","","","","1"
"2 on scale 1-7 ","2007","Part Time","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Full Time","no migration background","","","","","2"
"2 on scale 1-7 ","2007","Part Time","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Working","no migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Working","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Not Working","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Full Time","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","Full Time","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","Part Time","no migration background","","","","","2"
"3 on scale 1-7 ","2007","Not Working","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Full Time","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","Part Time","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Not Working","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","Not Working","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","Full Time","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Part Time","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","Part Time","no migration background","","","","","3"
"3 on scale 1-7 ","2007","Full Time","indirect migration background","","","","","3"
"4 on scale 1-7","2007","Not Working","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Part Time","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Not Working","no migration background","","","","","4"
"4 on scale 1-7","2007","Not Working","direct migration background","","","","","4"
"4 on scale 1-7","2007","Part Time","direct migration background","","","","","4"
"4 on scale 1-7","2007","Full Time","no migration background","","","","","4"
"4 on scale 1-7","2007","Full Time","direct migration background","","","","","4"
"4 on scale 1-7","2007","Full Time","indirect migration background","","","","","4"
"4 on scale 1-7","2007","Part Time","no migration background","","","","","4"
"5 on scale 1-7","2007","Part Time","indirect migration background","","","","","5"
"5 on scale 1-7","2007","Not Working","no migration background","","","","","5"
"5 on scale 1-7","2007","Part Time","direct migration background","","","","","5"
"5 on scale 1-7","2007","Not Working","direct migration background","","","","","5"
"5 on scale 1-7","2007","Full Time","no migration background","","","","","5"
"5 on scale 1-7","2007","Part Time","no migration background","","","","","5"
"5 on scale 1-7","2007","Not Working","indirect migration background","","","","","5"
"5 on scale 1-7","2007","Full Time","direct migration background","","","","","5"
"5 on scale 1-7","2007","Full Time","indirect migration background","","","","","5"
"6 on scale 1-7","2007","Part Time","indirect migration background","","","","","6"
"6 on scale 1-7","2007","Not Working","no migration background","","","","","6"
"6 on scale 1-7","2007","Not Working","direct migration background","","","","","6"
