"plh0212","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","West Germany","52","0.0055853071321997","0.00428258077221412","0.00688803349218527"
"1 Strongly disagree","2005","no migration background","East Germany","","","",""
"1 Strongly disagree","2005","direct migration background","West Germany","","","",""
"1 Strongly disagree","2005","direct migration background","East Germany","","","",""
"1 Strongly disagree","2005","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2005","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2005","no migration background","West Germany","55","0.00493427851240427","0.00370942650760007","0.00615913051720847"
"2 on scale 1-7 ","2005","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2005","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2005","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2005","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2005","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2005","no migration background","West Germany","167","0.0132837408166599","0.0112824866745097","0.0152849949588101"
"3 on scale 1-7 ","2005","no migration background","East Germany","62","0.0145547042150687","0.0112045135259428","0.0179048949041946"
"3 on scale 1-7 ","2005","direct migration background","West Germany","40","0.0198147504284958","0.0140690595614258","0.0255604412955659"
"3 on scale 1-7 ","2005","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2005","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2005","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2005","no migration background","West Germany","512","0.0419828510444577","0.0384772013994132","0.0454885006895022"
"4 on scale 1-7","2005","no migration background","East Germany","147","0.0328014148362829","0.0278188186691055","0.0377840110034603"
"4 on scale 1-7","2005","direct migration background","West Germany","141","0.0611431522794458","0.0512651875021861","0.0710211170567056"
"4 on scale 1-7","2005","direct migration background","East Germany","","","",""
"4 on scale 1-7","2005","indirect migration background","West Germany","57","0.0692321228181162","0.0515753082056392","0.0868889374305933"
"4 on scale 1-7","2005","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2005","no migration background","West Germany","1691","0.12793508754374","0.122096401183308","0.133773773904172"
"5 on scale 1-7","2005","no migration background","East Germany","614","0.128335035281085","0.118978846255482","0.137691224306687"
"5 on scale 1-7","2005","direct migration background","West Germany","279","0.125588087856942","0.111925715163331","0.139250460550552"
"5 on scale 1-7","2005","direct migration background","East Germany","","","",""
"5 on scale 1-7","2005","indirect migration background","West Germany","135","0.179751667456812","0.153043322193512","0.206460012720112"
"5 on scale 1-7","2005","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2005","no migration background","West Germany","4150","0.318618658694485","0.310473929934653","0.326763387454317"
"6 on scale 1-7","2005","no migration background","East Germany","1667","0.324038146899962","0.310946003943218","0.337130289856707"
"6 on scale 1-7","2005","direct migration background","West Germany","679","0.298152068083401","0.279292389075132","0.31701174709167"
"6 on scale 1-7","2005","direct migration background","East Germany","","","",""
"6 on scale 1-7","2005","indirect migration background","West Germany","231","0.293087553236065","0.26142693859926","0.32474816787287"
"6 on scale 1-7","2005","indirect migration background","East Germany","","","",""
"7 Strongly agree","2005","no migration background","West Germany","5945","0.487660076256053","0.478922648344328","0.496397504167778"
"7 Strongly agree","2005","no migration background","East Germany","2375","0.490590293600746","0.476605867168899","0.504574720032594"
"7 Strongly agree","2005","direct migration background","West Germany","1096","0.485972675820948","0.465366713570913","0.506578638070984"
"7 Strongly agree","2005","direct migration background","East Germany","57","0.513637277259018","0.415675535308516","0.61159901920952"
"7 Strongly agree","2005","indirect migration background","West Germany","344","0.422254231206787","0.387898971838349","0.456609490575226"
"7 Strongly agree","2005","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2006","no migration background","West Germany","","","",""
"1 Strongly disagree","2006","no migration background","East Germany","","","",""
"1 Strongly disagree","2006","direct migration background","West Germany","","","",""
"1 Strongly disagree","2006","direct migration background","East Germany","","","",""
"1 Strongly disagree","2006","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2006","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2006","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2006","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2006","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2006","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2006","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2006","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2006","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2006","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2006","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2006","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2006","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2006","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2006","no migration background","West Germany","","","",""
"4 on scale 1-7","2006","no migration background","East Germany","","","",""
"4 on scale 1-7","2006","direct migration background","West Germany","","","",""
"4 on scale 1-7","2006","direct migration background","East Germany","","","",""
"4 on scale 1-7","2006","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2006","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2006","no migration background","West Germany","","","",""
"5 on scale 1-7","2006","no migration background","East Germany","","","",""
"5 on scale 1-7","2006","direct migration background","West Germany","","","",""
"5 on scale 1-7","2006","direct migration background","East Germany","","","",""
"5 on scale 1-7","2006","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2006","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2006","no migration background","West Germany","","","",""
"6 on scale 1-7","2006","no migration background","East Germany","","","",""
