"plh0212","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","Urban Area","52","0.0123180709123697","0.00931316511858371","0.0153229767061557"
"1 Strongly disagree","2005","Not Employed","Rural Area","24","","",""
"1 Strongly disagree","2005","Employed","Urban Area","14","","",""
"1 Strongly disagree","2005","Employed","Rural Area","7","","",""
"2 on scale 1-7 ","2005","Not Employed","Urban Area","34","0.00666888636884991","0.00445158545801739","0.00888618727968244"
"2 on scale 1-7 ","2005","Not Employed","Rural Area","23","","",""
"2 on scale 1-7 ","2005","Employed","Urban Area","21","","",""
"2 on scale 1-7 ","2005","Employed","Rural Area","12","","",""
"3 on scale 1-7 ","2005","Not Employed","Urban Area","114","0.0213378258846277","0.0174010341326187","0.0252746176366367"
"3 on scale 1-7 ","2005","Not Employed","Rural Area","39","0.0131904954817779","0.00884174407499297","0.0175392468885627"
"3 on scale 1-7 ","2005","Employed","Urban Area","96","0.0123760819248196","0.0100469078782889","0.0147052559713503"
"3 on scale 1-7 ","2005","Employed","Rural Area","40","0.0112981461795296","0.00809985222310822","0.014496440135951"
"4 on scale 1-7","2005","Not Employed","Urban Area","354","0.067471980596983","0.0606384737881889","0.0743054874057772"
"4 on scale 1-7","2005","Not Employed","Rural Area","151","0.0586768024010179","0.0497186186649708","0.067634986137065"
"4 on scale 1-7","2005","Employed","Urban Area","262","0.0323479577070907","0.0286206298339119","0.0360752855802696"
"4 on scale 1-7","2005","Employed","Rural Area","96","0.0235373700063424","0.018949734669885","0.0281250053427998"
"5 on scale 1-7","2005","Not Employed","Urban Area","838","0.159955502750527","0.1499692697373","0.169941735763754"
"5 on scale 1-7","2005","Not Employed","Rural Area","402","0.15399641056803","0.140238300881488","0.167754520254572"
"5 on scale 1-7","2005","Employed","Urban Area","1015","0.112284754281624","0.105633373815331","0.118936134747917"
"5 on scale 1-7","2005","Employed","Rural Area","481","0.107687426890739","0.0983069889489141","0.117067864832563"
"6 on scale 1-7","2005","Not Employed","Urban Area","1511","0.278766571418677","0.266551128240002","0.290982014597351"
"6 on scale 1-7","2005","Not Employed","Rural Area","845","0.296117675271027","0.278715659373038","0.313519691169016"
