"plh0212","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","lower secondary degree","4","","",""
"1 Strongly disagree","2005","Full Time","secondary school degree","4","","",""
"1 Strongly disagree","2005","Full Time","college entrance qualification","5","","",""
"1 Strongly disagree","2005","Full Time","Other degree","","","",""
"1 Strongly disagree","2005","Full Time","no degree/no degree yet","1","","",""
"1 Strongly disagree","2005","Part Time","lower secondary degree","6","","",""
"1 Strongly disagree","2005","Part Time","secondary school degree","","","",""
"1 Strongly disagree","2005","Part Time","college entrance qualification","","","",""
"1 Strongly disagree","2005","Part Time","Other degree","","","",""
"1 Strongly disagree","2005","Part Time","no degree/no degree yet","1","","",""
"1 Strongly disagree","2005","Not Working","lower secondary degree","46","0.0143767830109267","0.0105612371322392","0.0181923288896142"
"1 Strongly disagree","2005","Not Working","secondary school degree","13","","",""
"1 Strongly disagree","2005","Not Working","college entrance qualification","3","","",""
"1 Strongly disagree","2005","Not Working","Other degree","6","","",""
"1 Strongly disagree","2005","Not Working","no degree/no degree yet","7","","",""
"2 on scale 1-7 ","2005","Full Time","lower secondary degree","4","","",""
"2 on scale 1-7 ","2005","Full Time","secondary school degree","4","","",""
"2 on scale 1-7 ","2005","Full Time","college entrance qualification","8","","",""
"2 on scale 1-7 ","2005","Full Time","Other degree","1","","",""
"2 on scale 1-7 ","2005","Full Time","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","Part Time","lower secondary degree","4","","",""
"2 on scale 1-7 ","2005","Part Time","secondary school degree","5","","",""
"2 on scale 1-7 ","2005","Part Time","college entrance qualification","5","","",""
"2 on scale 1-7 ","2005","Part Time","Other degree","1","","",""
"2 on scale 1-7 ","2005","Part Time","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","Not Working","lower secondary degree","26","","",""
"2 on scale 1-7 ","2005","Not Working","secondary school degree","12","","",""
"2 on scale 1-7 ","2005","Not Working","college entrance qualification","3","","",""
"2 on scale 1-7 ","2005","Not Working","Other degree","3","","",""
"2 on scale 1-7 ","2005","Not Working","no degree/no degree yet","9","","",""
"3 on scale 1-7 ","2005","Full Time","lower secondary degree","18","","",""
"3 on scale 1-7 ","2005","Full Time","secondary school degree","18","","",""
"3 on scale 1-7 ","2005","Full Time","college entrance qualification","21","","",""
"3 on scale 1-7 ","2005","Full Time","Other degree","7","","",""
"3 on scale 1-7 ","2005","Full Time","no degree/no degree yet","1","","",""
"3 on scale 1-7 ","2005","Part Time","lower secondary degree","16","","",""
"3 on scale 1-7 ","2005","Part Time","secondary school degree","14","","",""
"3 on scale 1-7 ","2005","Part Time","college entrance qualification","28","","",""
"3 on scale 1-7 ","2005","Part Time","Other degree","2","","",""
"3 on scale 1-7 ","2005","Part Time","no degree/no degree yet","4","","",""
"3 on scale 1-7 ","2005","Not Working","lower secondary degree","50","0.0130636109831175","0.00942407046154557","0.0167031515046894"
"3 on scale 1-7 ","2005","Not Working","secondary school degree","28","","",""
"3 on scale 1-7 ","2005","Not Working","college entrance qualification","17","","",""
"3 on scale 1-7 ","2005","Not Working","Other degree","17","","",""
"3 on scale 1-7 ","2005","Not Working","no degree/no degree yet","35","0.0358628535322377","0.0221368103244026","0.0495888967400728"
"4 on scale 1-7","2005","Full Time","lower secondary degree","52","0.0297495879154732","0.0223204141275588","0.0371787617033876"
"4 on scale 1-7","2005","Full Time","secondary school degree","51","0.0156372214319307","0.0111076356629816","0.0201668072008798"
"4 on scale 1-7","2005","Full Time","college entrance qualification","61","0.0281796347834705","0.0217878793052668","0.0345713902616741"
"4 on scale 1-7","2005","Full Time","Other degree","14","","",""
"4 on scale 1-7","2005","Full Time","no degree/no degree yet","1","","",""
"4 on scale 1-7","2005","Part Time","lower secondary degree","41","0.0371583958510904","0.0269195112662975","0.0473972804358833"
"4 on scale 1-7","2005","Part Time","secondary school degree","43","0.0281051915646729","0.0200396448048936","0.0361707383244522"
"4 on scale 1-7","2005","Part Time","college entrance qualification","45","0.0285531919054367","0.0197724560165618","0.0373339277943117"
"4 on scale 1-7","2005","Part Time","Other degree","15","","",""
"4 on scale 1-7","2005","Part Time","no degree/no degree yet","22","","",""
"4 on scale 1-7","2005","Not Working","lower secondary degree","201","0.0546493944953277","0.0473638923736527","0.0619348966170027"
"4 on scale 1-7","2005","Not Working","secondary school degree","60","0.0489961790315847","0.0381373138139829","0.0598550442491865"
"4 on scale 1-7","2005","Not Working","college entrance qualification","69","0.0639142938674931","0.0502835346682954","0.0775450530666908"
"4 on scale 1-7","2005","Not Working","Other degree","54","0.0977332445775953","0.0710284081275742","0.124438081027616"
"4 on scale 1-7","2005","Not Working","no degree/no degree yet","97","0.132918559547388","0.107858835126158","0.157978283968618"
"5 on scale 1-7","2005","Full Time","lower secondary degree","190","0.082003646863834","0.0700060246111999","0.0940012691164682"
"5 on scale 1-7","2005","Full Time","secondary school degree","275","0.0932243284253046","0.0826094343601458","0.103839222490463"
"5 on scale 1-7","2005","Full Time","college entrance qualification","337","0.127838479653355","0.114941478646742","0.140735480659968"
"5 on scale 1-7","2005","Full Time","Other degree","45","0.124047298985736","0.0910344740955675","0.157060123875904"
"5 on scale 1-7","2005","Full Time","no degree/no degree yet","5","","",""
"5 on scale 1-7","2005","Part Time","lower secondary degree","147","0.0990828231862851","0.0829099059140435","0.115255740458527"
"5 on scale 1-7","2005","Part Time","secondary school degree","182","0.123800619086855","0.10772773596817","0.13987350220554"
"5 on scale 1-7","2005","Part Time","college entrance qualification","214","0.149483212350563","0.130684343170012","0.168282081531115"
"5 on scale 1-7","2005","Part Time","Other degree","30","0.11101032667085","0.0728986648855488","0.149121988456151"
"5 on scale 1-7","2005","Part Time","no degree/no degree yet","34","0.181315381649301","0.117034150285874","0.245596613012728"
"5 on scale 1-7","2005","Not Working","lower secondary degree","514","0.13889448234757","0.127809345951478","0.149979618743662"
"5 on scale 1-7","2005","Not Working","secondary school degree","220","0.1447775306145","0.127076345698236","0.162478715530763"
"5 on scale 1-7","2005","Not Working","college entrance qualification","230","0.190288890933254","0.168414548448969","0.21216323341754"
"5 on scale 1-7","2005","Not Working","Other degree","81","0.18721863243794","0.152138381601467","0.222298883274413"
"5 on scale 1-7","2005","Not Working","no degree/no degree yet","171","0.228337157662241","0.197351863608809","0.259322451715674"
"6 on scale 1-7","2005","Full Time","lower secondary degree","579","0.277656315404112","0.258073107221824","0.297239523586399"
"6 on scale 1-7","2005","Full Time","secondary school degree","979","0.34196603329072","0.324647275278557","0.359284791302884"
"6 on scale 1-7","2005","Full Time","college entrance qualification","1011","0.394491235649756","0.375614001156782","0.41336847014273"
"6 on scale 1-7","2005","Full Time","Other degree","103","0.269298593564081","0.224872746388312","0.313724440739849"
"6 on scale 1-7","2005","Full Time","no degree/no degree yet","24","","",""
"6 on scale 1-7","2005","Part Time","lower secondary degree","392","0.292522121338076","0.267896764368583","0.317147478307568"
"6 on scale 1-7","2005","Part Time","secondary school degree","561","0.354355317113493","0.331012827533881","0.377697806693105"
"6 on scale 1-7","2005","Part Time","college entrance qualification","556","0.405533110071872","0.379646745457373","0.431419474686371"
"6 on scale 1-7","2005","Part Time","Other degree","77","0.291691122076754","0.23654680209469","0.346835442058817"
"6 on scale 1-7","2005","Part Time","no degree/no degree yet","39","0.293095859955162","0.217151827689067","0.369039892221257"
"6 on scale 1-7","2005","Not Working","lower secondary degree","1103","0.278525653057548","0.264157087761662","0.292894218353433"
"6 on scale 1-7","2005","Not Working","secondary school degree","471","0.292613405239436","0.269726465449327","0.315500345029544"
"6 on scale 1-7","2005","Not Working","college entrance qualification","406","0.319411105158615","0.293428620702273","0.345393589614958"
"6 on scale 1-7","2005","Not Working","Other degree","123","0.25934174050791","0.219928110812357","0.298755370203463"
"6 on scale 1-7","2005","Not Working","no degree/no degree yet","212","0.260568856524609","0.228167465505241","0.292970247543977"
"7 Strongly agree","2005","Full Time","lower secondary degree","1162","0.59539798399292","0.573935705608631","0.616860262377209"
"7 Strongly agree","2005","Full Time","secondary school degree","1551","0.536870715991296","0.518665866953158","0.555075565029433"
"7 Strongly agree","2005","Full Time","college entrance qualification","1132","0.439504587381304","0.420334362311749","0.45867481245086"
"7 Strongly agree","2005","Full Time","Other degree","213","0.546835904792296","0.496981336308423","0.596690473276169"
"7 Strongly agree","2005","Full Time","no degree/no degree yet","25","","",""
"7 Strongly agree","2005","Part Time","lower secondary degree","705","0.555393861292531","0.528494930957349","0.582292791627713"
"7 Strongly agree","2005","Part Time","secondary school degree","808","0.486128480070206","0.461737249352343","0.51051971078807"
"7 Strongly agree","2005","Part Time","college entrance qualification","534","0.378433896873599","0.352863778084026","0.404004015663172"
"7 Strongly agree","2005","Part Time","Other degree","136","0.526073782089185","0.465496953328216","0.586650610850154"
"7 Strongly agree","2005","Part Time","no degree/no degree yet","38","0.288459511944751","0.21287187147808","0.364047152411421"
"7 Strongly agree","2005","Not Working","lower secondary degree","1799","0.491824013223872","0.475799594206619","0.507848432241124"
"7 Strongly agree","2005","Not Working","secondary school degree","714","0.473288356971951","0.448171714998656","0.498404998945247"
"7 Strongly agree","2005","Not Working","college entrance qualification","509","0.403580819861453","0.376240455312499","0.430921184410407"
"7 Strongly agree","2005","Not Working","Other degree","191","0.406840316890508","0.362663024926887","0.451017608854128"
"7 Strongly agree","2005","Not Working","no degree/no degree yet","174","0.321993225028669","0.287503167697945","0.356483282359393"
"1 Strongly disagree","2006","Full Time","lower secondary degree","","","",""
"1 Strongly disagree","2006","Full Time","secondary school degree","","","",""
"1 Strongly disagree","2006","Full Time","college entrance qualification","","","",""
"1 Strongly disagree","2006","Full Time","Other degree","","","",""
"1 Strongly disagree","2006","Full Time","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","Part Time","lower secondary degree","","","",""
"1 Strongly disagree","2006","Part Time","secondary school degree","","","",""
"1 Strongly disagree","2006","Part Time","college entrance qualification","","","",""
"1 Strongly disagree","2006","Part Time","Other degree","","","",""
"1 Strongly disagree","2006","Part Time","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","Not Working","lower secondary degree","","","",""
"1 Strongly disagree","2006","Not Working","secondary school degree","","","",""
"1 Strongly disagree","2006","Not Working","college entrance qualification","","","",""
"1 Strongly disagree","2006","Not Working","Other degree","","","",""
"1 Strongly disagree","2006","Not Working","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Full Time","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Full Time","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Full Time","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Full Time","Other degree","","","",""
"2 on scale 1-7 ","2006","Full Time","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Part Time","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Part Time","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Part Time","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Part Time","Other degree","","","",""
"2 on scale 1-7 ","2006","Part Time","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Not Working","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Not Working","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Not Working","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Not Working","Other degree","","","",""
"2 on scale 1-7 ","2006","Not Working","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Full Time","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Full Time","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Full Time","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Full Time","Other degree","","","",""
"3 on scale 1-7 ","2006","Full Time","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Part Time","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Part Time","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Part Time","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Part Time","Other degree","","","",""
"3 on scale 1-7 ","2006","Part Time","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Not Working","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Not Working","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Not Working","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Not Working","Other degree","","","",""
"3 on scale 1-7 ","2006","Not Working","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Full Time","lower secondary degree","","","",""
"4 on scale 1-7","2006","Full Time","secondary school degree","","","",""
"4 on scale 1-7","2006","Full Time","college entrance qualification","","","",""
"4 on scale 1-7","2006","Full Time","Other degree","","","",""
"4 on scale 1-7","2006","Full Time","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Part Time","lower secondary degree","","","",""
"4 on scale 1-7","2006","Part Time","secondary school degree","","","",""
"4 on scale 1-7","2006","Part Time","college entrance qualification","","","",""
"4 on scale 1-7","2006","Part Time","Other degree","","","",""
"4 on scale 1-7","2006","Part Time","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Not Working","lower secondary degree","","","",""
"4 on scale 1-7","2006","Not Working","secondary school degree","","","",""
"4 on scale 1-7","2006","Not Working","college entrance qualification","","","",""
"4 on scale 1-7","2006","Not Working","Other degree","","","",""
"4 on scale 1-7","2006","Not Working","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Full Time","lower secondary degree","","","",""
"5 on scale 1-7","2006","Full Time","secondary school degree","","","",""
"5 on scale 1-7","2006","Full Time","college entrance qualification","","","",""
"5 on scale 1-7","2006","Full Time","Other degree","","","",""
"5 on scale 1-7","2006","Full Time","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Part Time","lower secondary degree","","","",""
"5 on scale 1-7","2006","Part Time","secondary school degree","","","",""
"5 on scale 1-7","2006","Part Time","college entrance qualification","","","",""
"5 on scale 1-7","2006","Part Time","Other degree","","","",""
"5 on scale 1-7","2006","Part Time","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Not Working","lower secondary degree","","","",""
"5 on scale 1-7","2006","Not Working","secondary school degree","","","",""
"5 on scale 1-7","2006","Not Working","college entrance qualification","","","",""
"5 on scale 1-7","2006","Not Working","Other degree","","","",""
"5 on scale 1-7","2006","Not Working","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","Full Time","lower secondary degree","","","",""
"6 on scale 1-7","2006","Full Time","secondary school degree","","","",""
"6 on scale 1-7","2006","Full Time","college entrance qualification","","","",""
"6 on scale 1-7","2006","Full Time","Other degree","","","",""
"6 on scale 1-7","2006","Full Time","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","Part Time","lower secondary degree","","","",""
"6 on scale 1-7","2006","Part Time","secondary school degree","","","",""
"6 on scale 1-7","2006","Part Time","college entrance qualification","","","",""
"6 on scale 1-7","2006","Part Time","Other degree","","","",""
"6 on scale 1-7","2006","Part Time","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","Not Working","lower secondary degree","","","",""
"6 on scale 1-7","2006","Not Working","secondary school degree","","","",""
"6 on scale 1-7","2006","Not Working","college entrance qualification","","","",""
"6 on scale 1-7","2006","Not Working","Other degree","","","",""
"6 on scale 1-7","2006","Not Working","no degree/no degree yet","","","",""
"7 Strongly agree","2006","Full Time","lower secondary degree","","","",""
"7 Strongly agree","2006","Full Time","secondary school degree","","","",""
"7 Strongly agree","2006","Full Time","college entrance qualification","","","",""
"7 Strongly agree","2006","Full Time","Other degree","","","",""
"7 Strongly agree","2006","Full Time","no degree/no degree yet","","","",""
"7 Strongly agree","2006","Part Time","lower secondary degree","","","",""
"7 Strongly agree","2006","Part Time","secondary school degree","","","",""
"7 Strongly agree","2006","Part Time","college entrance qualification","","","",""
"7 Strongly agree","2006","Part Time","Other degree","","","",""
"7 Strongly agree","2006","Part Time","no degree/no degree yet","","","",""
"7 Strongly agree","2006","Not Working","lower secondary degree","","","",""
"7 Strongly agree","2006","Not Working","secondary school degree","","","",""
"7 Strongly agree","2006","Not Working","college entrance qualification","","","",""
