"plh0212","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","(1c) basic vocational qualification","41","0.00861095807283191","0.00621193368449982","0.011009982461164"
"1 Strongly disagree","2005","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","(0) in school","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","(0) in school","36","0.0529881295654431","0.0357935603646794","0.0701826987662067"
"3 on scale 1-7 ","2005","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","38","0.0187736653580086","0.0125905974615139","0.0249567332545034"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","61","0.0112312395685359","0.00849503803193765","0.0139674411051341"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","47","0.0131331510983945","0.00990983099433125","0.0163564712024577"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","","","",""
