"plh0212","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","no migration background","56","0.0106747484207283","0.00818431814249124","0.0131651786989654","1"
"1 Strongly disagree","2005","Not Employed","direct migration background","13","","","","1"
"1 Strongly disagree","2005","Not Employed","indirect migration background","7","","","","1"
"1 Strongly disagree","2005","Employed","no migration background","18","","","","1"
"1 Strongly disagree","2005","Employed","direct migration background","3","","","","1"
"1 Strongly disagree","2005","Employed","indirect migration background","","","","","1"
"2 on scale 1-7 ","2005","Not Employed","indirect migration background","2","","","","2"
"2 on scale 1-7 ","2005","Not Employed","no migration background","50","0.00839845602717998","0.00618691836397181","0.0106099936903882","2"
"2 on scale 1-7 ","2005","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2005","Not Employed","direct migration background","5","","","","2"
"2 on scale 1-7 ","2005","Employed","no migration background","27","","","","2"
"2 on scale 1-7 ","2005","Employed","direct migration background","6","","","","2"
"3 on scale 1-7 ","2005","Employed","direct migration background","17","","","","3"
"3 on scale 1-7 ","2005","Not Employed","no migration background","117","0.0183797823441287","0.0151246552809719","0.0216349094072854","3"
"3 on scale 1-7 ","2005","Employed","no migration background","112","0.0103136527644997","0.00842046158471263","0.0122068439442867","3"
"3 on scale 1-7 ","2005","Not Employed","indirect migration background","13","","","","3"
"3 on scale 1-7 ","2005","Not Employed","direct migration background","23","","","","3"
"3 on scale 1-7 ","2005","Employed","indirect migration background","7","","","","3"
"4 on scale 1-7","2005","Employed","indirect migration background","20","","","","4"
"4 on scale 1-7","2005","Not Employed","direct migration background","93","0.088169748259037","0.0705607268876216","0.105778769630452","4"
"4 on scale 1-7","2005","Not Employed","indirect migration background","41","0.156193849196253","0.113896984062338","0.198490714330169","4"
"4 on scale 1-7","2005","Employed","direct migration background","50","0.0390595531260811","0.0287781407678357","0.0493409654843264","4"
"4 on scale 1-7","2005","Not Employed","no migration background","371","0.0576026540493575","0.0519563496128748","0.0632489584858402","4"
"4 on scale 1-7","2005","Employed","no migration background","288","0.0281479763044087","0.0250486800595552","0.0312472725492623","4"
"5 on scale 1-7","2005","Employed","indirect migration background","75","0.154187436335958","0.123896455978937","0.18447841669298","5"
"5 on scale 1-7","2005","Employed","no migration background","1276","0.110084532398058","0.104219411635012","0.115949653161104","5"
"5 on scale 1-7","2005","Employed","direct migration background","145","0.101081197588349","0.0850842792622178","0.11707811591448","5"
"5 on scale 1-7","2005","Not Employed","no migration background","1029","0.154671700090226","0.145908874854292","0.16343452532616","5"
"5 on scale 1-7","2005","Not Employed","direct migration background","147","0.163706943656806","0.140727938770196","0.186685948543416","5"
"5 on scale 1-7","2005","Not Employed","indirect migration background","64","0.227480679101643","0.178639987360216","0.27632137084307","5"
"6 on scale 1-7","2005","Employed","indirect migration background","172","0.331591261281269","0.292102422077138","0.3710801004854","6"
"6 on scale 1-7","2005","Not Employed","indirect migration background","74","0.229737909232418","0.180727258648806","0.27874855981603","6"
"6 on scale 1-7","2005","Employed","direct migration background","427","0.310556350214245","0.286000187592608","0.335112512835882","6"
"6 on scale 1-7","2005","Not Employed","no migration background","2004","0.287244734459622","0.276279390180189","0.298210078739054","6"
"6 on scale 1-7","2005","Employed","no migration background","3813","0.341695870753523","0.332808514591588","0.350583226915458","6"
"6 on scale 1-7","2005","Not Employed","direct migration background","278","0.277525654313762","0.249716921167399","0.305334387460125","6"
"7 Strongly agree","2005","Employed","indirect migration background","272","0.458792648408323","0.4169959633815","0.500589333435146","7"
"7 Strongly agree","2005","Employed","direct migration background","716","0.526128052045445","0.499629805591057","0.552626298499833","7"
"7 Strongly agree","2005","Not Employed","indirect migration background","82","0.329437854106686","0.274678144032342","0.384197564181029","7"
"7 Strongly agree","2005","Employed","no migration background","5406","0.505299069938289","0.495930246749649","0.514667893126929","7"
"7 Strongly agree","2005","Not Employed","no migration background","2914","0.463027924608758","0.450944070901076","0.47511177831644","7"
"7 Strongly agree","2005","Not Employed","direct migration background","437","0.43178109070557","0.401019550785883","0.462542630625257","7"
"1 Strongly disagree","2006","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2006","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Employed","no migration background","","","","","1"
"1 Strongly disagree","2006","Employed","direct migration background","","","","","1"
"1 Strongly disagree","2006","Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2006","Not Employed","no migration background","","","","","1"
"2 on scale 1-7 ","2006","Not Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","no migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","indirect migration background","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","direct migration background","","","","","2"
"2 on scale 1-7 ","2006","Employed","direct migration background","","","","","2"
"3 on scale 1-7 ","2006","Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Employed","no migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","no migration background","","","","","3"
"4 on scale 1-7","2006","Not Employed","direct migration background","","","","","4"
"4 on scale 1-7","2006","Not Employed","no migration background","","","","","4"
"4 on scale 1-7","2006","Employed","indirect migration background","","","","","4"
"4 on scale 1-7","2006","Employed","direct migration background","","","","","4"
"4 on scale 1-7","2006","Employed","no migration background","","","","","4"
"4 on scale 1-7","2006","Not Employed","indirect migration background","","","","","4"
"5 on scale 1-7","2006","Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Employed","direct migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","indirect migration background","","","","","5"
"5 on scale 1-7","2006","Employed","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","no migration background","","","","","5"
"5 on scale 1-7","2006","Not Employed","direct migration background","","","","","5"
"6 on scale 1-7","2006","Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","indirect migration background","","","","","6"
"6 on scale 1-7","2006","Employed","direct migration background","","","","","6"
"6 on scale 1-7","2006","Employed","no migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","direct migration background","","","","","6"
"6 on scale 1-7","2006","Not Employed","no migration background","","","","","6"
"7 Strongly agree","2006","Employed","indirect migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","indirect migration background","","","","","7"
"7 Strongly agree","2006","Employed","no migration background","","","","","7"
"7 Strongly agree","2006","Employed","direct migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","no migration background","","","","","7"
"7 Strongly agree","2006","Not Employed","direct migration background","","","","","7"
"1 Strongly disagree","2007","Not Employed","no migration background","","","","","1"
"1 Strongly disagree","2007","Not Employed","direct migration background","","","","","1"
"1 Strongly disagree","2007","Not Employed","indirect migration background","","","","","1"
"1 Strongly disagree","2007","Employed","no migration background","","","","","1"
