"plh0212","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","Male","34","0.00486306348744686","0.00337229051251802","0.00635383646237569"
"1 Strongly disagree","2005","no migration background","Female","40","0.00636027563841869","0.00472835748228394","0.00799219379455345"
"1 Strongly disagree","2005","direct migration background","Male","7","","",""
"1 Strongly disagree","2005","direct migration background","Female","9","","",""
"1 Strongly disagree","2005","indirect migration background","Male","4","","",""
"1 Strongly disagree","2005","indirect migration background","Female","3","","",""
"2 on scale 1-7 ","2005","no migration background","Male","39","0.00426456757763592","0.00286812012075707","0.00566101503451476"
"2 on scale 1-7 ","2005","no migration background","Female","38","0.00512595566619047","0.00366001157982111","0.00659189975255982"
"2 on scale 1-7 ","2005","direct migration background","Male","6","","",""
"2 on scale 1-7 ","2005","direct migration background","Female","5","","",""
"2 on scale 1-7 ","2005","indirect migration background","Male","1","","",""
"2 on scale 1-7 ","2005","indirect migration background","Female","1","","",""
"3 on scale 1-7 ","2005","no migration background","Male","118","0.0136932680248591","0.0112028361196354","0.0161836999300827"
"3 on scale 1-7 ","2005","no migration background","Female","111","0.0134308486496632","0.0110678611396103","0.0157938361597161"
"3 on scale 1-7 ","2005","direct migration background","Male","27","","",""
"3 on scale 1-7 ","2005","direct migration background","Female","13","","",""
"3 on scale 1-7 ","2005","indirect migration background","Male","10","","",""
"3 on scale 1-7 ","2005","indirect migration background","Female","10","","",""
"4 on scale 1-7","2005","no migration background","Male","310","0.0364506583946856","0.0324345559129563","0.040466760876415"
"4 on scale 1-7","2005","no migration background","Female","349","0.0433613215129594","0.0391804082706346","0.0475422347552842"
"4 on scale 1-7","2005","direct migration background","Male","67","0.0640883731362465","0.049680706655653","0.0784960396168401"
"4 on scale 1-7","2005","direct migration background","Female","76","0.0551914057907087","0.0425323670148355","0.0678504445665819"
"4 on scale 1-7","2005","indirect migration background","Male","36","0.0853522428828559","0.0580731469054576","0.112631338860254"
"4 on scale 1-7","2005","indirect migration background","Female","25","","",""
"5 on scale 1-7","2005","no migration background","Male","1112","0.130221329473765","0.123009249108688","0.137433409838842"
"5 on scale 1-7","2005","no migration background","Female","1193","0.125935148645628","0.11912445664743","0.132745840643827"
"5 on scale 1-7","2005","direct migration background","Male","142","0.129949174557834","0.110168291479385","0.149730057636283"
"5 on scale 1-7","2005","direct migration background","Female","150","0.124371976250161","0.106077744419142","0.142666208081181"
"5 on scale 1-7","2005","indirect migration background","Male","77","0.208296657902264","0.168648961606218","0.247944354198311"
"5 on scale 1-7","2005","indirect migration background","Female","62","0.146790877541613","0.11318458760038","0.180397167482847"
"6 on scale 1-7","2005","no migration background","Male","2906","0.337410752374976","0.327278248710378","0.347543256039574"
"6 on scale 1-7","2005","no migration background","Female","2911","0.303078246232116","0.293643823630601","0.312512668833631"
"6 on scale 1-7","2005","direct migration background","Male","321","0.273770653134967","0.247539526442421","0.300001779827513"
"6 on scale 1-7","2005","direct migration background","Female","384","0.317500665822495","0.29169491373663","0.34330641790836"
"6 on scale 1-7","2005","indirect migration background","Male","122","0.312481664845688","0.267228393448801","0.357734936242576"
"6 on scale 1-7","2005","indirect migration background","Female","124","0.286664749335119","0.243723242460549","0.32960625620969"
"7 Strongly agree","2005","no migration background","Male","3846","0.473096360666631","0.462397056819892","0.483795664513371"
"7 Strongly agree","2005","no migration background","Female","4474","0.502708203655024","0.492444370907432","0.512972036402615"
"7 Strongly agree","2005","direct migration background","Male","540","0.488099057071207","0.458693219721284","0.517504894421129"
"7 Strongly agree","2005","direct migration background","Female","613","0.486169345078737","0.458461874837224","0.513876815320249"
"7 Strongly agree","2005","indirect migration background","Male","153","0.355261319880316","0.308535019840389","0.401987619920243"
"7 Strongly agree","2005","indirect migration background","Female","201","0.479755160099327","0.432313813320435","0.527196506878219"
"1 Strongly disagree","2006","no migration background","Male","","","",""
"1 Strongly disagree","2006","no migration background","Female","","","",""
"1 Strongly disagree","2006","direct migration background","Male","","","",""
"1 Strongly disagree","2006","direct migration background","Female","","","",""
"1 Strongly disagree","2006","indirect migration background","Male","","","",""
"1 Strongly disagree","2006","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2006","no migration background","Male","","","",""
"2 on scale 1-7 ","2006","no migration background","Female","","","",""
"2 on scale 1-7 ","2006","direct migration background","Male","","","",""
"2 on scale 1-7 ","2006","direct migration background","Female","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2006","no migration background","Male","","","",""
"3 on scale 1-7 ","2006","no migration background","Female","","","",""
"3 on scale 1-7 ","2006","direct migration background","Male","","","",""
"3 on scale 1-7 ","2006","direct migration background","Female","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Female","","","",""
"4 on scale 1-7","2006","no migration background","Male","","","",""
"4 on scale 1-7","2006","no migration background","Female","","","",""
"4 on scale 1-7","2006","direct migration background","Male","","","",""
"4 on scale 1-7","2006","direct migration background","Female","","","",""
"4 on scale 1-7","2006","indirect migration background","Male","","","",""
"4 on scale 1-7","2006","indirect migration background","Female","","","",""
"5 on scale 1-7","2006","no migration background","Male","","","",""
"5 on scale 1-7","2006","no migration background","Female","","","",""
"5 on scale 1-7","2006","direct migration background","Male","","","",""
"5 on scale 1-7","2006","direct migration background","Female","","","",""
"5 on scale 1-7","2006","indirect migration background","Male","","","",""
"5 on scale 1-7","2006","indirect migration background","Female","","","",""
"6 on scale 1-7","2006","no migration background","Male","","","",""
"6 on scale 1-7","2006","no migration background","Female","","","",""
"6 on scale 1-7","2006","direct migration background","Male","","","",""
"6 on scale 1-7","2006","direct migration background","Female","","","",""
"6 on scale 1-7","2006","indirect migration background","Male","","","",""
"6 on scale 1-7","2006","indirect migration background","Female","","","",""
"7 Strongly agree","2006","no migration background","Male","","","",""
"7 Strongly agree","2006","no migration background","Female","","","",""
"7 Strongly agree","2006","direct migration background","Male","","","",""
"7 Strongly agree","2006","direct migration background","Female","","","",""
"7 Strongly agree","2006","indirect migration background","Male","","","",""
"7 Strongly agree","2006","indirect migration background","Female","","","",""
"1 Strongly disagree","2007","no migration background","Male","","","",""
"1 Strongly disagree","2007","no migration background","Female","","","",""
"1 Strongly disagree","2007","direct migration background","Male","","","",""
"1 Strongly disagree","2007","direct migration background","Female","","","",""
"1 Strongly disagree","2007","indirect migration background","Male","","","",""
"1 Strongly disagree","2007","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2007","no migration background","Male","","","",""
"2 on scale 1-7 ","2007","no migration background","Female","","","",""
"2 on scale 1-7 ","2007","direct migration background","Male","","","",""
"2 on scale 1-7 ","2007","direct migration background","Female","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2007","no migration background","Male","","","",""
"3 on scale 1-7 ","2007","no migration background","Female","","","",""
