"plh0212","year","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Urban Area","66","0.00632873734091536","0.00500713377667512","0.0076503409051556"
"1 Strongly disagree","2005","Rural Area","31","0.00563430177152465","0.0038603373380462","0.0074082662050031"
"2 on scale 1-7 ","2005","Urban Area","55","0.00341739822353704","0.00244481730313744","0.00438997914393663"
"2 on scale 1-7 ","2005","Rural Area","35","0.00608487433398905","0.00424176013078114","0.00792798853719696"
"3 on scale 1-7 ","2005","Urban Area","210","0.0159587089607824","0.0138702457051927","0.0180471722163721"
"3 on scale 1-7 ","2005","Rural Area","79","0.0120590098042476","0.00947214867099339","0.0146458709375019"
"4 on scale 1-7","2005","Urban Area","616","0.046389451704404","0.0428842223238931","0.0498946810849148"
"4 on scale 1-7","2005","Rural Area","247","0.0376660067599174","0.0331537947966064","0.0421782187232285"
"5 on scale 1-7","2005","Urban Area","1853","0.131342039677772","0.125712827993","0.136971251362545"
"5 on scale 1-7","2005","Rural Area","883","0.126307044915725","0.118433958953286","0.134180130878164"
"6 on scale 1-7","2005","Urban Area","4518","0.318552075872402","0.31078731909311","0.326316832651695"
"6 on scale 1-7","2005","Rural Area","2250","0.310377503765516","0.299412655725615","0.321342351805417"
"7 Strongly agree","2005","Urban Area","6513","0.478011588220186","0.469686843133458","0.486336333306915"
"7 Strongly agree","2005","Rural Area","3314","0.50187125864908","0.490021247689436","0.513721269608724"
"1 Strongly disagree","2006","Urban Area","","","",""
"1 Strongly disagree","2006","Rural Area","","","",""
"2 on scale 1-7 ","2006","Urban Area","","","",""
"2 on scale 1-7 ","2006","Rural Area","","","",""
"3 on scale 1-7 ","2006","Urban Area","","","",""
"3 on scale 1-7 ","2006","Rural Area","","","",""
"4 on scale 1-7","2006","Urban Area","","","",""
"4 on scale 1-7","2006","Rural Area","","","",""
"5 on scale 1-7","2006","Urban Area","","","",""
"5 on scale 1-7","2006","Rural Area","","","",""
"6 on scale 1-7","2006","Urban Area","","","",""
"6 on scale 1-7","2006","Rural Area","","","",""
"7 Strongly agree","2006","Urban Area","","","",""
"7 Strongly agree","2006","Rural Area","","","",""
"1 Strongly disagree","2007","Urban Area","","","",""
"1 Strongly disagree","2007","Rural Area","","","",""
"2 on scale 1-7 ","2007","Urban Area","","","",""
