"plh0212","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","Urban Area","10","","",""
"1 Strongly disagree","2005","16-34 y.","Rural Area","3","","",""
"1 Strongly disagree","2005","35-65 y.","Urban Area","28","","",""
"1 Strongly disagree","2005","35-65 y.","Rural Area","15","","",""
"1 Strongly disagree","2005","66 and older","Urban Area","28","","",""
"1 Strongly disagree","2005","66 and older","Rural Area","13","","",""
"2 on scale 1-7 ","2005","16-34 y.","Urban Area","16","","",""
"2 on scale 1-7 ","2005","16-34 y.","Rural Area","8","","",""
"2 on scale 1-7 ","2005","35-65 y.","Urban Area","23","","",""
"2 on scale 1-7 ","2005","35-65 y.","Rural Area","18","","",""
"2 on scale 1-7 ","2005","66 and older","Urban Area","16","","",""
"2 on scale 1-7 ","2005","66 and older","Rural Area","9","","",""
"3 on scale 1-7 ","2005","16-34 y.","Urban Area","80","0.0224318843494469","0.0175633776496936","0.0273003910492001"
"3 on scale 1-7 ","2005","16-34 y.","Rural Area","35","0.0212450155690907","0.014519613368836","0.0279704177693454"
"3 on scale 1-7 ","2005","35-65 y.","Urban Area","93","0.01278975705533","0.0102932174984907","0.0152862966121693"
"3 on scale 1-7 ","2005","35-65 y.","Rural Area","32","0.00747924251328235","0.00474487835005739","0.0102136066765073"
"3 on scale 1-7 ","2005","66 and older","Urban Area","37","0.0161176211208778","0.0111763932933909","0.0210588489483647"
"3 on scale 1-7 ","2005","66 and older","Rural Area","12","","",""
"4 on scale 1-7","2005","16-34 y.","Urban Area","244","0.0702618945952795","0.0618589863201142","0.0786648028704447"
"4 on scale 1-7","2005","16-34 y.","Rural Area","88","0.0476760465499875","0.0377381330335661","0.0576139600664088"
"4 on scale 1-7","2005","35-65 y.","Urban Area","249","0.0321749665026919","0.0282542995219833","0.0360956334834006"
"4 on scale 1-7","2005","35-65 y.","Rural Area","95","0.0269896162600869","0.0218466362174204","0.0321325963027535"
"4 on scale 1-7","2005","66 and older","Urban Area","123","0.0530990692947068","0.0443005712424894","0.0618975673469243"
"4 on scale 1-7","2005","66 and older","Rural Area","64","0.0517366664836558","0.0395018086782774","0.0639715242890342"
"5 on scale 1-7","2005","16-34 y.","Urban Area","630","0.177124537790497","0.164573032881271","0.189676042699723"
"5 on scale 1-7","2005","16-34 y.","Rural Area","297","0.160669866155827","0.143542666314954","0.177797065996701"
