"plh0212","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","Full Time","2","","","","1"
"1 Strongly disagree","2005","16-34 y.","Part Time","1","","","","1"
"1 Strongly disagree","2005","16-34 y.","Not Working","10","","","","1"
"1 Strongly disagree","2005","35-65 y.","Full Time","11","","","","1"
"1 Strongly disagree","2005","35-65 y.","Part Time","6","","","","1"
"1 Strongly disagree","2005","35-65 y.","Not Working","26","","","","1"
"1 Strongly disagree","2005","66 and older","Full Time","1","","","","1"
"1 Strongly disagree","2005","66 and older","Part Time","","","","","1"
"1 Strongly disagree","2005","66 and older","Not Working","40","0.0139803893815478","0.0101056029414894","0.0178551758216062","1"
"2 on scale 1-7 ","2005","35-65 y.","Not Working","18","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","Full Time","2","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","Not Working","14","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","Full Time","15","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","Part Time","8","","","","2"
"2 on scale 1-7 ","2005","66 and older","Full Time","","","","","2"
"2 on scale 1-7 ","2005","66 and older","Part Time","","","","","2"
"2 on scale 1-7 ","2005","66 and older","Not Working","25","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","Part Time","8","","","","2"
"3 on scale 1-7 ","2005","16-34 y.","Part Time","37","0.0288847913577212","0.0207012729387284","0.037068309776714","3"
"3 on scale 1-7 ","2005","16-34 y.","Full Time","17","","","","3"
"3 on scale 1-7 ","2005","35-65 y.","Not Working","47","0.0163238130543975","0.0115262843790665","0.0211213417297285","3"
"3 on scale 1-7 ","2005","66 and older","Full Time","1","","","","3"
"3 on scale 1-7 ","2005","16-34 y.","Not Working","61","0.034510009064338","0.0256020680634774","0.0434179500651987","3"
"3 on scale 1-7 ","2005","35-65 y.","Full Time","48","0.0104016372503461","0.00781193586183914","0.0129913386388531","3"
"3 on scale 1-7 ","2005","35-65 y.","Part Time","30","0.00773400077869909","0.00460964285566645","0.0108583587017317","3"
"3 on scale 1-7 ","2005","66 and older","Part Time","3","","","","3"
"3 on scale 1-7 ","2005","66 and older","Not Working","45","0.0150427848931246","0.0110256337996185","0.0190599359866307","3"
"4 on scale 1-7","2005","16-34 y.","Part Time","87","0.055486835659244","0.044300983996292","0.0666726873221959","4"
"4 on scale 1-7","2005","16-34 y.","Not Working","173","0.114217634595505","0.0986951583755354","0.129740110815475","4"
