"plh0212","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","no migration background","7","","",""
"1 Strongly disagree","2005","16-34 y.","direct migration background","2","","",""
"1 Strongly disagree","2005","16-34 y.","indirect migration background","4","","",""
"1 Strongly disagree","2005","35-65 y.","no migration background","37","0.00496636984508735","0.00358691248858823","0.00634582720158647"
"1 Strongly disagree","2005","35-65 y.","direct migration background","6","","",""
"1 Strongly disagree","2005","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2005","66 and older","no migration background","30","0.0107005189664437","0.00722933593892951","0.0141717019939579"
"1 Strongly disagree","2005","66 and older","direct migration background","8","","",""
"1 Strongly disagree","2005","66 and older","indirect migration background","3","","",""
"2 on scale 1-7 ","2005","16-34 y.","no migration background","20","","",""
"2 on scale 1-7 ","2005","16-34 y.","direct migration background","2","","",""
"2 on scale 1-7 ","2005","16-34 y.","indirect migration background","2","","",""
"2 on scale 1-7 ","2005","35-65 y.","no migration background","34","0.00370939751365139","0.002516468569676","0.00490232645762677"
"2 on scale 1-7 ","2005","35-65 y.","direct migration background","7","","",""
"2 on scale 1-7 ","2005","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2005","66 and older","no migration background","23","","",""
"2 on scale 1-7 ","2005","66 and older","direct migration background","2","","",""
"2 on scale 1-7 ","2005","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2005","16-34 y.","no migration background","85","0.0207016056913123","0.0163591779294109","0.0250440334532137"
"3 on scale 1-7 ","2005","16-34 y.","direct migration background","10","","",""
"3 on scale 1-7 ","2005","16-34 y.","indirect migration background","20","","",""
"3 on scale 1-7 ","2005","35-65 y.","no migration background","102","0.00961329922213759","0.00769856499402937","0.0115280334502458"
"3 on scale 1-7 ","2005","35-65 y.","direct migration background","23","","",""
"3 on scale 1-7 ","2005","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2005","66 and older","no migration background","42","0.0155842703798623","0.0114055461444222","0.0197629946153025"
"3 on scale 1-7 ","2005","66 and older","direct migration background","7","","",""
"3 on scale 1-7 ","2005","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2005","16-34 y.","no migration background","247","0.0597135048981364","0.0524868145558511","0.0669401952404217"
"4 on scale 1-7","2005","16-34 y.","direct migration background","26","","",""
"4 on scale 1-7","2005","16-34 y.","indirect migration background","59","0.0836940007863483","0.0625986609696645","0.104789340603032"
"4 on scale 1-7","2005","35-65 y.","no migration background","257","0.0270641136600094","0.0238798509839026","0.0302483763361162"
"4 on scale 1-7","2005","35-65 y.","direct migration background","85","0.0528693165932733","0.0414105973109468","0.0643280358755999"
"4 on scale 1-7","2005","35-65 y.","indirect migration background","2","","",""
"4 on scale 1-7","2005","66 and older","no migration background","155","0.0502493590791004","0.0428791253023811","0.0576195928558196"
"4 on scale 1-7","2005","66 and older","direct migration background","32","0.0765071114207751","0.0493125074147025","0.103701715426848"
"4 on scale 1-7","2005","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2005","16-34 y.","no migration background","728","0.17336218252304","0.161816811792882","0.184907553253197"
"5 on scale 1-7","2005","16-34 y.","direct migration background","85","0.14901062888774","0.118636640578853","0.179384617196627"
"5 on scale 1-7","2005","16-34 y.","indirect migration background","114","0.187519223228082","0.157785551579377","0.217252894876786"
"5 on scale 1-7","2005","35-65 y.","no migration background","1123","0.105723024311229","0.099689227453367","0.111756821169091"
"5 on scale 1-7","2005","35-65 y.","direct migration background","160","0.11542694012247","0.0990644376770324","0.131789442567908"
"5 on scale 1-7","2005","35-65 y.","indirect migration background","22","","",""
"5 on scale 1-7","2005","66 and older","no migration background","454","0.134620311109171","0.123105154568932","0.146135467649411"
"5 on scale 1-7","2005","66 and older","direct migration background","47","0.134244096287839","0.0993653884126602","0.169122804163017"
"5 on scale 1-7","2005","66 and older","indirect migration background","3","","",""
"6 on scale 1-7","2005","16-34 y.","no migration background","1545","0.353858805931367","0.339275641119937","0.368441970742798"
"6 on scale 1-7","2005","16-34 y.","direct migration background","182","0.359443702346302","0.318515259501011","0.400372145191593"
"6 on scale 1-7","2005","16-34 y.","indirect migration background","194","0.307825665811594","0.272663205428326","0.342988126194862"
"6 on scale 1-7","2005","35-65 y.","no migration background","3328","0.327459101852177","0.318250201921267","0.336668001783088"
"6 on scale 1-7","2005","35-65 y.","direct migration background","422","0.27829183435582","0.255343016449705","0.301240652261936"
"6 on scale 1-7","2005","35-65 y.","indirect migration background","50","0.277338841598514","0.206860618351688","0.347817064845339"
"6 on scale 1-7","2005","66 and older","no migration background","944","0.269043780587461","0.254082513920437","0.284005047254484"
"6 on scale 1-7","2005","66 and older","direct migration background","101","0.266489547020826","0.221256244011156","0.311722850030496"
"6 on scale 1-7","2005","66 and older","indirect migration background","2","","",""
"7 Strongly agree","2005","16-34 y.","no migration background","1498","0.385478838216341","0.370635152265615","0.400322524167067"
"7 Strongly agree","2005","16-34 y.","direct migration background","221","0.399294658125983","0.357520411459113","0.441068904792853"
"7 Strongly agree","2005","16-34 y.","indirect migration background","269","0.385245085671478","0.348173714085389","0.422316457257568"
"7 Strongly agree","2005","35-65 y.","no migration background","5095","0.521464693595708","0.511662137906469","0.531267249284947"
"7 Strongly agree","2005","35-65 y.","direct migration background","762","0.525570716364431","0.500000723778852","0.55114070895001"
"7 Strongly agree","2005","35-65 y.","indirect migration background","81","0.594171814531066","0.516866497008948","0.671477132053183"
"7 Strongly agree","2005","66 and older","no migration background","1727","0.513001883401626","0.496138903475093","0.529864863328159"
"7 Strongly agree","2005","66 and older","direct migration background","170","0.48553506828075","0.434401835769167","0.536668300792332"
"7 Strongly agree","2005","66 and older","indirect migration background","4","","",""
"1 Strongly disagree","2006","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2006","16-34 y.","direct migration background","","","",""
