"plh0212","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","Urban Area","2","","",""
"1 Strongly disagree","2005","in school","Rural Area","1","","",""
"1 Strongly disagree","2005","inadequately","Urban Area","5","","",""
"1 Strongly disagree","2005","inadequately","Rural Area","2","","",""
"1 Strongly disagree","2005","general elemantary","Urban Area","13","","",""
"1 Strongly disagree","2005","general elemantary","Rural Area","6","","",""
"1 Strongly disagree","2005","middle vocational","Urban Area","33","0.00743227561360863","0.0053490683648163","0.00951548286240096"
"1 Strongly disagree","2005","middle vocational","Rural Area","17","","",""
"1 Strongly disagree","2005","vocational + Abi","Urban Area","1","","",""
"1 Strongly disagree","2005","vocational + Abi","Rural Area","","","",""
"1 Strongly disagree","2005","higher vocational","Urban Area","6","","",""
"1 Strongly disagree","2005","higher vocational","Rural Area","2","","",""
"1 Strongly disagree","2005","higher education","Urban Area","6","","",""
"1 Strongly disagree","2005","higher education","Rural Area","2","","",""
"2 on scale 1-7 ","2005","in school","Urban Area","3","","",""
"2 on scale 1-7 ","2005","in school","Rural Area","3","","",""
"2 on scale 1-7 ","2005","inadequately","Urban Area","1","","",""
"2 on scale 1-7 ","2005","inadequately","Rural Area","2","","",""
"2 on scale 1-7 ","2005","general elemantary","Urban Area","11","","",""
"2 on scale 1-7 ","2005","general elemantary","Rural Area","4","","",""
"2 on scale 1-7 ","2005","middle vocational","Urban Area","25","","",""
"2 on scale 1-7 ","2005","middle vocational","Rural Area","16","","",""
"2 on scale 1-7 ","2005","vocational + Abi","Urban Area","2","","",""
"2 on scale 1-7 ","2005","vocational + Abi","Rural Area","1","","",""
"2 on scale 1-7 ","2005","higher vocational","Urban Area","5","","",""
"2 on scale 1-7 ","2005","higher vocational","Rural Area","2","","",""
"2 on scale 1-7 ","2005","higher education","Urban Area","5","","",""
"2 on scale 1-7 ","2005","higher education","Rural Area","5","","",""
"3 on scale 1-7 ","2005","in school","Urban Area","28","","",""
"3 on scale 1-7 ","2005","in school","Rural Area","8","","",""
"3 on scale 1-7 ","2005","inadequately","Urban Area","4","","",""
"3 on scale 1-7 ","2005","inadequately","Rural Area","2","","",""
"3 on scale 1-7 ","2005","general elemantary","Urban Area","29","","",""
"3 on scale 1-7 ","2005","general elemantary","Rural Area","15","","",""
"3 on scale 1-7 ","2005","middle vocational","Urban Area","93","0.0175953943774377","0.0144065289064459","0.0207842598484296"
"3 on scale 1-7 ","2005","middle vocational","Rural Area","35","0.00850771837945653","0.00555075051213099","0.0114646862467821"
"3 on scale 1-7 ","2005","vocational + Abi","Urban Area","10","","",""
"3 on scale 1-7 ","2005","vocational + Abi","Rural Area","4","","",""
"3 on scale 1-7 ","2005","higher vocational","Urban Area","4","","",""
"3 on scale 1-7 ","2005","higher vocational","Rural Area","3","","",""
"3 on scale 1-7 ","2005","higher education","Urban Area","33","0.00920885350259933","0.00577240386647439","0.0126453031387243"
"3 on scale 1-7 ","2005","higher education","Rural Area","10","","",""
"4 on scale 1-7","2005","in school","Urban Area","77","0.188567034593167","0.152425961486701","0.224708107699633"
"4 on scale 1-7","2005","in school","Rural Area","23","","",""
"4 on scale 1-7","2005","inadequately","Urban Area","13","","",""
"4 on scale 1-7","2005","inadequately","Rural Area","8","","",""
"4 on scale 1-7","2005","general elemantary","Urban Area","131","0.0791749146881491","0.0660749421022012","0.0922748872740969"
"4 on scale 1-7","2005","general elemantary","Rural Area","45","0.0593698182776373","0.0426019390715349","0.0761376974837397"
"4 on scale 1-7","2005","middle vocational","Urban Area","232","0.0381573853703675","0.0335108118642776","0.0428039588764573"
"4 on scale 1-7","2005","middle vocational","Rural Area","116","0.0314744485835332","0.0258532362565234","0.0370956609105431"
"4 on scale 1-7","2005","vocational + Abi","Urban Area","27","","",""
"4 on scale 1-7","2005","vocational + Abi","Rural Area","3","","",""
"4 on scale 1-7","2005","higher vocational","Urban Area","25","","",""
"4 on scale 1-7","2005","higher vocational","Rural Area","12","","",""
"4 on scale 1-7","2005","higher education","Urban Area","92","0.0302534901504168","0.0240913297729469","0.0364156505278868"
"4 on scale 1-7","2005","higher education","Rural Area","26","","",""
"5 on scale 1-7","2005","in school","Urban Area","124","0.258080291675789","0.217650853291751","0.298509730059826"
"5 on scale 1-7","2005","in school","Rural Area","58","0.318872577130405","0.253958593052993","0.383786561207816"
"5 on scale 1-7","2005","inadequately","Urban Area","21","","",""
"5 on scale 1-7","2005","inadequately","Rural Area","14","","",""
"5 on scale 1-7","2005","general elemantary","Urban Area","272","0.161642884501165","0.143782909894686","0.179502859107644"
"5 on scale 1-7","2005","general elemantary","Rural Area","129","0.167391687505934","0.140902225556586","0.193881149455281"
"5 on scale 1-7","2005","middle vocational","Urban Area","758","0.113871799389","0.106167238866655","0.121576359911346"
"5 on scale 1-7","2005","middle vocational","Rural Area","409","0.106430513849283","0.0965018083743459","0.116359219324221"
"5 on scale 1-7","2005","vocational + Abi","Urban Area","122","0.124782890239071","0.102798033076626","0.146767747401516"
"5 on scale 1-7","2005","vocational + Abi","Rural Area","41","0.141007028681546","0.0990252037452851","0.182988853617806"
"5 on scale 1-7","2005","higher vocational","Urban Area","115","0.119363105455164","0.0992381927745923","0.139488018135736"
"5 on scale 1-7","2005","higher vocational","Rural Area","53","0.0828126878044028","0.0599252091189569","0.105700166489849"
"5 on scale 1-7","2005","higher education","Urban Area","407","0.139592929924465","0.127124842486437","0.152061017362494"
"5 on scale 1-7","2005","higher education","Rural Area","164","0.140567597980522","0.120902055029036","0.160233140932008"
"6 on scale 1-7","2005","in school","Urban Area","138","0.278333923750807","0.23692508510122","0.319742762400393"
"6 on scale 1-7","2005","in school","Rural Area","61","0.261342939897984","0.200144224148008","0.322541655647959"
"6 on scale 1-7","2005","inadequately","Urban Area","56","0.325234386845825","0.256798084209053","0.393670689482596"
"6 on scale 1-7","2005","inadequately","Rural Area","16","","",""
"6 on scale 1-7","2005","general elemantary","Urban Area","450","0.263040112304201","0.241679144300162","0.284401080308241"
"6 on scale 1-7","2005","general elemantary","Rural Area","240","0.275375774325304","0.243679726582134","0.307071822068474"
"6 on scale 1-7","2005","middle vocational","Urban Area","2053","0.302749685946833","0.291606029608707","0.31389334228496"
"6 on scale 1-7","2005","middle vocational","Rural Area","1172","0.304258904509046","0.289445978262463","0.319071830755629"
"6 on scale 1-7","2005","vocational + Abi","Urban Area","324","0.387291576919582","0.354884923858642","0.419698229980521"
"6 on scale 1-7","2005","vocational + Abi","Rural Area","95","0.304428884803477","0.248920342139555","0.359937427467398"
"6 on scale 1-7","2005","higher vocational","Urban Area","331","0.339453917886049","0.310061014635804","0.368846821136294"
"6 on scale 1-7","2005","higher vocational","Rural Area","208","0.392906324736162","0.352346799988564","0.43346584948376"
"6 on scale 1-7","2005","higher education","Urban Area","1101","0.375220898218834","0.357801911048176","0.392639885389493"
"6 on scale 1-7","2005","higher education","Rural Area","428","0.342924362428315","0.316066940590653","0.369781784265978"
"7 Strongly agree","2005","in school","Urban Area","78","0.207280218522236","0.169827735925019","0.244732701119454"
"7 Strongly agree","2005","in school","Rural Area","44","0.259476940092345","0.198420121223148","0.320533758961542"
"7 Strongly agree","2005","inadequately","Urban Area","80","0.460598117706186","0.387781727290841","0.533414508121531"
"7 Strongly agree","2005","inadequately","Rural Area","13","","",""
"7 Strongly agree","2005","general elemantary","Urban Area","726","0.465947593979791","0.441745748234469","0.490149439725114"
"7 Strongly agree","2005","general elemantary","Rural Area","324","0.463348389883444","0.427966105442618","0.49873067432427"
"7 Strongly agree","2005","middle vocational","Urban Area","3336","0.517148905071949","0.505028813100447","0.529268997043452"
"7 Strongly agree","2005","middle vocational","Rural Area","1941","0.53973947914929","0.523692645938011","0.555786312360569"
"7 Strongly agree","2005","vocational + Abi","Urban Area","382","0.421673090453785","0.388821010423668","0.454525170483903"
"7 Strongly agree","2005","vocational + Abi","Rural Area","120","0.497144255789975","0.436831517267273","0.557456994312677"
"7 Strongly agree","2005","higher vocational","Urban Area","511","0.504109406919131","0.473074114076971","0.535144699761291"
"7 Strongly agree","2005","higher vocational","Rural Area","277","0.481922445451555","0.44042642405077","0.523418466852341"
"7 Strongly agree","2005","higher education","Urban Area","1324","0.441819551781884","0.423953609849228","0.459685493714539"
"7 Strongly agree","2005","higher education","Rural Area","565","0.46922917894775","0.440993158141955","0.497465199753545"
"1 Strongly disagree","2006","in school","Urban Area","","","",""
"1 Strongly disagree","2006","in school","Rural Area","","","",""
"1 Strongly disagree","2006","inadequately","Urban Area","","","",""
"1 Strongly disagree","2006","inadequately","Rural Area","","","",""
"1 Strongly disagree","2006","general elemantary","Urban Area","","","",""
"1 Strongly disagree","2006","general elemantary","Rural Area","","","",""
"1 Strongly disagree","2006","middle vocational","Urban Area","","","",""
"1 Strongly disagree","2006","middle vocational","Rural Area","","","",""
"1 Strongly disagree","2006","vocational + Abi","Urban Area","","","",""
"1 Strongly disagree","2006","vocational + Abi","Rural Area","","","",""
"1 Strongly disagree","2006","higher vocational","Urban Area","","","",""
"1 Strongly disagree","2006","higher vocational","Rural Area","","","",""
"1 Strongly disagree","2006","higher education","Urban Area","","","",""
"1 Strongly disagree","2006","higher education","Rural Area","","","",""
"2 on scale 1-7 ","2006","in school","Urban Area","","","",""
"2 on scale 1-7 ","2006","in school","Rural Area","","","",""
"2 on scale 1-7 ","2006","inadequately","Urban Area","","","",""
"2 on scale 1-7 ","2006","inadequately","Rural Area","","","",""
"2 on scale 1-7 ","2006","general elemantary","Urban Area","","","",""
"2 on scale 1-7 ","2006","general elemantary","Rural Area","","","",""
"2 on scale 1-7 ","2006","middle vocational","Urban Area","","","",""
"2 on scale 1-7 ","2006","middle vocational","Rural Area","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","Urban Area","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","Rural Area","","","",""
"2 on scale 1-7 ","2006","higher vocational","Urban Area","","","",""
"2 on scale 1-7 ","2006","higher vocational","Rural Area","","","",""
"2 on scale 1-7 ","2006","higher education","Urban Area","","","",""
"2 on scale 1-7 ","2006","higher education","Rural Area","","","",""
"3 on scale 1-7 ","2006","in school","Urban Area","","","",""
"3 on scale 1-7 ","2006","in school","Rural Area","","","",""
"3 on scale 1-7 ","2006","inadequately","Urban Area","","","",""
"3 on scale 1-7 ","2006","inadequately","Rural Area","","","",""
"3 on scale 1-7 ","2006","general elemantary","Urban Area","","","",""
"3 on scale 1-7 ","2006","general elemantary","Rural Area","","","",""
"3 on scale 1-7 ","2006","middle vocational","Urban Area","","","",""
"3 on scale 1-7 ","2006","middle vocational","Rural Area","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","Urban Area","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","Rural Area","","","",""
"3 on scale 1-7 ","2006","higher vocational","Urban Area","","","",""
"3 on scale 1-7 ","2006","higher vocational","Rural Area","","","",""
"3 on scale 1-7 ","2006","higher education","Urban Area","","","",""
"3 on scale 1-7 ","2006","higher education","Rural Area","","","",""
"4 on scale 1-7","2006","in school","Urban Area","","","",""
"4 on scale 1-7","2006","in school","Rural Area","","","",""
"4 on scale 1-7","2006","inadequately","Urban Area","","","",""
"4 on scale 1-7","2006","inadequately","Rural Area","","","",""
"4 on scale 1-7","2006","general elemantary","Urban Area","","","",""
"4 on scale 1-7","2006","general elemantary","Rural Area","","","",""
"4 on scale 1-7","2006","middle vocational","Urban Area","","","",""
"4 on scale 1-7","2006","middle vocational","Rural Area","","","",""
"4 on scale 1-7","2006","vocational + Abi","Urban Area","","","",""
"4 on scale 1-7","2006","vocational + Abi","Rural Area","","","",""
"4 on scale 1-7","2006","higher vocational","Urban Area","","","",""
"4 on scale 1-7","2006","higher vocational","Rural Area","","","",""
"4 on scale 1-7","2006","higher education","Urban Area","","","",""
"4 on scale 1-7","2006","higher education","Rural Area","","","",""
"5 on scale 1-7","2006","in school","Urban Area","","","",""
"5 on scale 1-7","2006","in school","Rural Area","","","",""
"5 on scale 1-7","2006","inadequately","Urban Area","","","",""
"5 on scale 1-7","2006","inadequately","Rural Area","","","",""
"5 on scale 1-7","2006","general elemantary","Urban Area","","","",""
"5 on scale 1-7","2006","general elemantary","Rural Area","","","",""
"5 on scale 1-7","2006","middle vocational","Urban Area","","","",""
"5 on scale 1-7","2006","middle vocational","Rural Area","","","",""
"5 on scale 1-7","2006","vocational + Abi","Urban Area","","","",""
"5 on scale 1-7","2006","vocational + Abi","Rural Area","","","",""
"5 on scale 1-7","2006","higher vocational","Urban Area","","","",""
"5 on scale 1-7","2006","higher vocational","Rural Area","","","",""
"5 on scale 1-7","2006","higher education","Urban Area","","","",""
"5 on scale 1-7","2006","higher education","Rural Area","","","",""
"6 on scale 1-7","2006","in school","Urban Area","","","",""
"6 on scale 1-7","2006","in school","Rural Area","","","",""
"6 on scale 1-7","2006","inadequately","Urban Area","","","",""
"6 on scale 1-7","2006","inadequately","Rural Area","","","",""
"6 on scale 1-7","2006","general elemantary","Urban Area","","","",""
"6 on scale 1-7","2006","general elemantary","Rural Area","","","",""
"6 on scale 1-7","2006","middle vocational","Urban Area","","","",""
"6 on scale 1-7","2006","middle vocational","Rural Area","","","",""
"6 on scale 1-7","2006","vocational + Abi","Urban Area","","","",""
"6 on scale 1-7","2006","vocational + Abi","Rural Area","","","",""
"6 on scale 1-7","2006","higher vocational","Urban Area","","","",""
"6 on scale 1-7","2006","higher vocational","Rural Area","","","",""
"6 on scale 1-7","2006","higher education","Urban Area","","","",""
"6 on scale 1-7","2006","higher education","Rural Area","","","",""
"7 Strongly agree","2006","in school","Urban Area","","","",""
"7 Strongly agree","2006","in school","Rural Area","","","",""
"7 Strongly agree","2006","inadequately","Urban Area","","","",""
"7 Strongly agree","2006","inadequately","Rural Area","","","",""
"7 Strongly agree","2006","general elemantary","Urban Area","","","",""
"7 Strongly agree","2006","general elemantary","Rural Area","","","",""
"7 Strongly agree","2006","middle vocational","Urban Area","","","",""
"7 Strongly agree","2006","middle vocational","Rural Area","","","",""
"7 Strongly agree","2006","vocational + Abi","Urban Area","","","",""
"7 Strongly agree","2006","vocational + Abi","Rural Area","","","",""
"7 Strongly agree","2006","higher vocational","Urban Area","","","",""
"7 Strongly agree","2006","higher vocational","Rural Area","","","",""
"7 Strongly agree","2006","higher education","Urban Area","","","",""
"7 Strongly agree","2006","higher education","Rural Area","","","",""
"1 Strongly disagree","2007","in school","Urban Area","","","",""
"1 Strongly disagree","2007","in school","Rural Area","","","",""
"1 Strongly disagree","2007","inadequately","Urban Area","","","",""
"1 Strongly disagree","2007","inadequately","Rural Area","","","",""
"1 Strongly disagree","2007","general elemantary","Urban Area","","","",""
"1 Strongly disagree","2007","general elemantary","Rural Area","","","",""
"1 Strongly disagree","2007","middle vocational","Urban Area","","","",""
"1 Strongly disagree","2007","middle vocational","Rural Area","","","",""
"1 Strongly disagree","2007","vocational + Abi","Urban Area","","","",""
"1 Strongly disagree","2007","vocational + Abi","Rural Area","","","",""
"1 Strongly disagree","2007","higher vocational","Urban Area","","","",""
"1 Strongly disagree","2007","higher vocational","Rural Area","","","",""
