"plh0212","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","West Germany","40","0.00862005843599689","0.00621385839215719","0.0110262584798366"
"1 Strongly disagree","2005","lower secondary degree","East Germany","16","","",""
"1 Strongly disagree","2005","secondary school degree","West Germany","10","","",""
"1 Strongly disagree","2005","secondary school degree","East Germany","7","","",""
"1 Strongly disagree","2005","college entrance qualification","West Germany","7","","",""
"1 Strongly disagree","2005","college entrance qualification","East Germany","1","","",""
"1 Strongly disagree","2005","Other degree","West Germany","6","","",""
"1 Strongly disagree","2005","Other degree","East Germany","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","West Germany","9","","",""
"1 Strongly disagree","2005","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","West Germany","25","","",""
"2 on scale 1-7 ","2005","lower secondary degree","East Germany","9","","",""
"2 on scale 1-7 ","2005","secondary school degree","West Germany","17","","",""
"2 on scale 1-7 ","2005","secondary school degree","East Germany","4","","",""
"2 on scale 1-7 ","2005","college entrance qualification","West Germany","11","","",""
"2 on scale 1-7 ","2005","college entrance qualification","East Germany","5","","",""
"2 on scale 1-7 ","2005","Other degree","West Germany","5","","",""
"2 on scale 1-7 ","2005","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","West Germany","6","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","East Germany","3","","",""
"3 on scale 1-7 ","2005","lower secondary degree","West Germany","69","0.0118028384543201","0.00899176888305336","0.0146139080255869"
"3 on scale 1-7 ","2005","lower secondary degree","East Germany","15","","",""
"3 on scale 1-7 ","2005","secondary school degree","West Germany","38","0.0124758609818579","0.00894349419040597","0.0160082277733099"
"3 on scale 1-7 ","2005","secondary school degree","East Germany","22","","",""
"3 on scale 1-7 ","2005","college entrance qualification","West Germany","56","0.0152093795660956","0.0114476107254735","0.0189711484067177"
"3 on scale 1-7 ","2005","college entrance qualification","East Germany","10","","",""
"3 on scale 1-7 ","2005","Other degree","West Germany","23","","",""
"3 on scale 1-7 ","2005","Other degree","East Germany","3","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","West Germany","31","0.0332592192429505","0.0202782491821656","0.0462401893037354"
"3 on scale 1-7 ","2005","no degree/no degree yet","East Germany","9","","",""
"4 on scale 1-7","2005","lower secondary degree","West Germany","240","0.0449233740980479","0.0395318462384088","0.050314901957687"
"4 on scale 1-7","2005","lower secondary degree","East Germany","54","0.0408229738812605","0.0304166180535041","0.0512293297090169"
"4 on scale 1-7","2005","secondary school degree","West Germany","111","0.0298501872294666","0.0244345495459627","0.0352658249129706"
"4 on scale 1-7","2005","secondary school degree","East Germany","43","0.0231533913660835","0.0168974582526309","0.0294093244795362"
"4 on scale 1-7","2005","college entrance qualification","West Germany","150","0.0397169741422293","0.0337141985627814","0.0457197497216772"
"4 on scale 1-7","2005","college entrance qualification","East Germany","25","","",""
"4 on scale 1-7","2005","Other degree","West Germany","79","0.0653315394627209","0.0505252429554678","0.080137835969974"
"4 on scale 1-7","2005","Other degree","East Germany","4","","",""
"4 on scale 1-7","2005","no degree/no degree yet","West Germany","99","0.130132710019033","0.105776156180354","0.154489263857712"
"4 on scale 1-7","2005","no degree/no degree yet","East Germany","21","","",""
"5 on scale 1-7","2005","lower secondary degree","West Germany","688","0.114581717833712","0.106291069984126","0.122872365683298"
"5 on scale 1-7","2005","lower secondary degree","East Germany","163","0.119592758301996","0.10252835084263","0.136657165761363"
"5 on scale 1-7","2005","secondary school degree","West Germany","441","0.114844096817964","0.104697488568669","0.124990705067259"
"5 on scale 1-7","2005","secondary school degree","East Germany","236","0.115041541108469","0.101768807080195","0.128314275136744"
"5 on scale 1-7","2005","college entrance qualification","West Germany","619","0.150148422339684","0.139168574212934","0.161128270466433"
"5 on scale 1-7","2005","college entrance qualification","East Germany","162","0.149306073800596","0.128508199701922","0.17010394789927"
"5 on scale 1-7","2005","Other degree","West Germany","150","0.145041625887889","0.123941987263737","0.166141264512041"
"5 on scale 1-7","2005","Other degree","East Germany","6","","",""
"5 on scale 1-7","2005","no degree/no degree yet","West Germany","162","0.19528701280679","0.166588903192835","0.223985122420744"
"5 on scale 1-7","2005","no degree/no degree yet","East Germany","48","0.29056171330345","0.221701817598412","0.359421609008489"
"6 on scale 1-7","2005","lower secondary degree","West Germany","1641","0.276517139615888","0.264875029225996","0.28815925000578"
"6 on scale 1-7","2005","lower secondary degree","East Germany","433","0.30588251852426","0.281650433286091","0.330114603762429"
"6 on scale 1-7","2005","secondary school degree","West Germany","1245","0.328005776178589","0.313064758295971","0.342946794061207"
"6 on scale 1-7","2005","secondary school degree","East Germany","766","0.34011864524497","0.320411679906256","0.359825610583684"
"6 on scale 1-7","2005","college entrance qualification","West Germany","1555","0.387095564716806","0.372123907210698","0.402067222222913"
"6 on scale 1-7","2005","college entrance qualification","East Germany","418","0.331574358430963","0.304101075357359","0.359047641504567"
"6 on scale 1-7","2005","Other degree","West Germany","291","0.269939122955284","0.243339917970001","0.296538327940566"
"6 on scale 1-7","2005","Other degree","East Germany","12","","",""
"6 on scale 1-7","2005","no degree/no degree yet","West Germany","225","0.296169128186137","0.263116944835193","0.32922131153708"
"6 on scale 1-7","2005","no degree/no degree yet","East Germany","50","0.260624146003111","0.194046289027493","0.327202002978728"
"7 Strongly agree","2005","lower secondary degree","West Germany","2967","0.538921507864121","0.525946526229489","0.551896489498754"
"7 Strongly agree","2005","lower secondary degree","East Germany","699","0.499471313397325","0.47317670364317","0.525765923151479"
"7 Strongly agree","2005","secondary school degree","West Germany","1931","0.508251170756462","0.492341267793079","0.524161073719844"
"7 Strongly agree","2005","secondary school degree","East Germany","1142","0.503655250652757","0.482856846997903","0.52445365430761"
"7 Strongly agree","2005","college entrance qualification","West Germany","1668","0.400755208855695","0.385692394429152","0.415818023282237"
"7 Strongly agree","2005","college entrance qualification","East Germany","507","0.478033906719506","0.448883538947176","0.507184274491836"
"7 Strongly agree","2005","Other degree","West Germany","516","0.486583769785389","0.456635632981325","0.516531906589454"
"7 Strongly agree","2005","Other degree","East Germany","24","","",""
"7 Strongly agree","2005","no degree/no degree yet","West Germany","201","0.327476182765152","0.293502721312349","0.361449644217955"
"7 Strongly agree","2005","no degree/no degree yet","East Germany","36","0.267024250534791","0.199926183223659","0.334122317845923"
"1 Strongly disagree","2006","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2006","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2006","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2006","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2006","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2006","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2006","Other degree","West Germany","","","",""
"1 Strongly disagree","2006","Other degree","East Germany","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2006","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2006","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2006","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2006","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2006","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2006","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2006","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2006","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2006","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2006","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2006","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2006","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2006","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2006","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2006","Other degree","West Germany","","","",""
"4 on scale 1-7","2006","Other degree","East Germany","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","East Germany","","","",""
"5 on scale 1-7","2006","lower secondary degree","West Germany","","","",""
"5 on scale 1-7","2006","lower secondary degree","East Germany","","","",""
"5 on scale 1-7","2006","secondary school degree","West Germany","","","",""
"5 on scale 1-7","2006","secondary school degree","East Germany","","","",""
"5 on scale 1-7","2006","college entrance qualification","West Germany","","","",""
"5 on scale 1-7","2006","college entrance qualification","East Germany","","","",""
"5 on scale 1-7","2006","Other degree","West Germany","","","",""
"5 on scale 1-7","2006","Other degree","East Germany","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","West Germany","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","East Germany","","","",""
"6 on scale 1-7","2006","lower secondary degree","West Germany","","","",""
"6 on scale 1-7","2006","lower secondary degree","East Germany","","","",""
"6 on scale 1-7","2006","secondary school degree","West Germany","","","",""
"6 on scale 1-7","2006","secondary school degree","East Germany","","","",""
"6 on scale 1-7","2006","college entrance qualification","West Germany","","","",""
"6 on scale 1-7","2006","college entrance qualification","East Germany","","","",""
"6 on scale 1-7","2006","Other degree","West Germany","","","",""
"6 on scale 1-7","2006","Other degree","East Germany","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","West Germany","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","East Germany","","","",""
"7 Strongly agree","2006","lower secondary degree","West Germany","","","",""
"7 Strongly agree","2006","lower secondary degree","East Germany","","","",""
"7 Strongly agree","2006","secondary school degree","West Germany","","","",""
"7 Strongly agree","2006","secondary school degree","East Germany","","","",""
"7 Strongly agree","2006","college entrance qualification","West Germany","","","",""
"7 Strongly agree","2006","college entrance qualification","East Germany","","","",""
"7 Strongly agree","2006","Other degree","West Germany","","","",""
"7 Strongly agree","2006","Other degree","East Germany","","","",""
"7 Strongly agree","2006","no degree/no degree yet","West Germany","","","",""
"7 Strongly agree","2006","no degree/no degree yet","East Germany","","","",""
"1 Strongly disagree","2007","lower secondary degree","West Germany","","","",""
"1 Strongly disagree","2007","lower secondary degree","East Germany","","","",""
"1 Strongly disagree","2007","secondary school degree","West Germany","","","",""
"1 Strongly disagree","2007","secondary school degree","East Germany","","","",""
"1 Strongly disagree","2007","college entrance qualification","West Germany","","","",""
"1 Strongly disagree","2007","college entrance qualification","East Germany","","","",""
"1 Strongly disagree","2007","Other degree","West Germany","","","",""
"1 Strongly disagree","2007","Other degree","East Germany","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","West Germany","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","East Germany","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","West Germany","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","East Germany","","","",""
"2 on scale 1-7 ","2007","secondary school degree","West Germany","","","",""
"2 on scale 1-7 ","2007","secondary school degree","East Germany","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","West Germany","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","East Germany","","","",""
"2 on scale 1-7 ","2007","Other degree","West Germany","","","",""
"2 on scale 1-7 ","2007","Other degree","East Germany","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","West Germany","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","East Germany","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","West Germany","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","East Germany","","","",""
"3 on scale 1-7 ","2007","secondary school degree","West Germany","","","",""
"3 on scale 1-7 ","2007","secondary school degree","East Germany","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","West Germany","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","East Germany","","","",""
"3 on scale 1-7 ","2007","Other degree","West Germany","","","",""
"3 on scale 1-7 ","2007","Other degree","East Germany","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","West Germany","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","East Germany","","","",""
"4 on scale 1-7","2007","lower secondary degree","West Germany","","","",""
"4 on scale 1-7","2007","lower secondary degree","East Germany","","","",""
"4 on scale 1-7","2007","secondary school degree","West Germany","","","",""
"4 on scale 1-7","2007","secondary school degree","East Germany","","","",""
"4 on scale 1-7","2007","college entrance qualification","West Germany","","","",""
"4 on scale 1-7","2007","college entrance qualification","East Germany","","","",""
"4 on scale 1-7","2007","Other degree","West Germany","","","",""
"4 on scale 1-7","2007","Other degree","East Germany","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","West Germany","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","East Germany","","","",""
