"plh0212","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","no migration background","13","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","direct migration background","6","","","","1"
"1 Strongly disagree","2005","1-pers.-HH","indirect migration background","1","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","no migration background","29","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","direct migration background","3","","","","1"
"1 Strongly disagree","2005","(Married) couple without C. ","indirect migration background","1","","","","1"
"1 Strongly disagree","2005","Single parent ","no migration background","4","","","","1"
"1 Strongly disagree","2005","Single parent ","direct migration background","2","","","","1"
"1 Strongly disagree","2005","Single parent ","indirect migration background","","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","no migration background","6","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","direct migration background","1","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","indirect migration background","","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","no migration background","15","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","direct migration background","1","","","","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","indirect migration background","3","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","no migration background","2","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","direct migration background","1","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","2","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","no migration background","13","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","direct migration background","","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","30","0.00410142549087024","0.00250942697869323","0.00569342400304725","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","2","","","","2"
"2 on scale 1-7 ","2005","Single parent ","no migration background","2","","","","2"
"2 on scale 1-7 ","2005","Single parent ","direct migration background","1","","","","2"
"2 on scale 1-7 ","2005","Single parent ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","10","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","8","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","2","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","3","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","","","","","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","11","","","","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","3","","","","2"
"3 on scale 1-7 ","2005","1-pers.-HH","no migration background","47","0.0189376013941089","0.0137430738465316","0.0241321289416863","3"
"3 on scale 1-7 ","2005","1-pers.-HH","direct migration background","2","","","","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","1","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","26","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","4","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","4","","","","3"
"3 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","3","","","","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","48","0.00754102605567713","0.00538606616513971","0.00969598594621455","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","17","","","","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","7","","","","3"
"3 on scale 1-7 ","2005","Single parent ","indirect migration background","1","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","39","0.0138100560413433","0.00963817795894293","0.0179819341237438","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","45","0.0167353023168773","0.0121730668166693","0.0212975378170853","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","4","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","3","","","","3"
"3 on scale 1-7 ","2005","Single parent ","no migration background","17","","","","3"
"3 on scale 1-7 ","2005","Single parent ","direct migration background","","","","","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","9","","","","3"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","direct migration background","13","","","","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","indirect migration background","17","","","","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","29","","","","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","7","","","","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","indirect migration background","16","","","","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","no migration background","73","0.0726465222119777","0.0584990485133499","0.0867939959106055","4"
"4 on scale 1-7","2005","1-pers.-HH","no migration background","119","0.0476483003424653","0.039530139712549","0.0557664609723816","4"
"4 on scale 1-7","2005","1-pers.-HH","direct migration background","14","","","","4"
"4 on scale 1-7","2005","(Married) couple without C. ","direct migration background","45","0.0552563184677292","0.0383184999918116","0.0721941369436468","4"
"4 on scale 1-7","2005","(Married) couple without C. ","indirect migration background","5","","","","4"
"4 on scale 1-7","2005","Single parent ","indirect migration background","7","","","","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","no migration background","69","0.0216359484476278","0.0164348890292488","0.0268370078660069","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","no migration background","142","0.0511151889392912","0.0432825622575145","0.0589478156210679","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","direct migration background","25","","","","4"
"4 on scale 1-7","2005","1-pers.-HH","indirect migration background","6","","","","4"
"4 on scale 1-7","2005","Single parent ","no migration background","49","0.0574654626505291","0.0422522710333515","0.0726786542677067","4"
"4 on scale 1-7","2005","Single parent ","direct migration background","6","","","","4"
"4 on scale 1-7","2005","(Married) couple without C. ","no migration background","190","0.0304952380628986","0.0262121335057827","0.0347783426200144","4"
"5 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","62","0.103693712868015","0.0777390979235663","0.129648327812464","5"
"5 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","19","","","","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","no migration background","199","0.133356376140057","0.114826351606283","0.15188640067383","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","direct migration background","46","0.195565743574998","0.149190457557397","0.241941029592599","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","indirect migration background","27","","","","5"
"5 on scale 1-7","2005","1-pers.-HH","indirect migration background","16","","","","5"
"5 on scale 1-7","2005","(Married) couple without C. ","no migration background","722","0.109288532810508","0.101516698940278","0.117060366680737","5"
"5 on scale 1-7","2005","(Married) couple without C. ","indirect migration background","19","","","","5"
"5 on scale 1-7","2005","Single parent ","indirect migration background","15","","","","5"
"5 on scale 1-7","2005","Couple + C. LE 16 ","no migration background","387","0.128845696108233","0.116869025531322","0.140822366685145","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","indirect migration background","39","0.199296563284684","0.144612986735499","0.253980139833868","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","direct migration background","41","0.10712964207703","0.076820954924377","0.137438329229682","5"
"5 on scale 1-7","2005","1-pers.-HH","no migration background","355","0.138720310310495","0.125547532040528","0.151893088580461","5"
"5 on scale 1-7","2005","1-pers.-HH","direct migration background","26","","","","5"
"5 on scale 1-7","2005","(Married) couple without C. ","direct migration background","90","0.125257377213205","0.100718691163534","0.149796063262876","5"
"5 on scale 1-7","2005","Single parent ","no migration background","125","0.149804560464746","0.126475881425969","0.173133239503523","5"
"5 on scale 1-7","2005","Single parent ","direct migration background","20","","","","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","no migration background","450","0.143059012330602","0.130606448856892","0.155511575804313","5"
"6 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","154","0.311695282565174","0.27226175364693","0.351128811483418","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","54","0.380207119542467","0.308284999470064","0.45212923961487","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","indirect migration background","55","0.215571277463654","0.159279708718476","0.271862846208833","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","no migration background","453","0.348359720551053","0.322390031121389","0.374329409980717","6"
