"plh0212","year","education","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","Male","23","","",""
"1 Strongly disagree","2005","lower secondary degree","Female","33","0.0112230469512436","0.0077904851342055","0.0146556087682818"
"1 Strongly disagree","2005","secondary school degree","Male","9","","",""
"1 Strongly disagree","2005","secondary school degree","Female","8","","",""
"1 Strongly disagree","2005","college entrance qualification","Male","5","","",""
"1 Strongly disagree","2005","college entrance qualification","Female","3","","",""
"1 Strongly disagree","2005","Other degree","Male","3","","",""
"1 Strongly disagree","2005","Other degree","Female","3","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Male","4","","",""
"1 Strongly disagree","2005","no degree/no degree yet","Female","5","","",""
"2 on scale 1-7 ","2005","lower secondary degree","Male","15","","",""
"2 on scale 1-7 ","2005","lower secondary degree","Female","19","","",""
"2 on scale 1-7 ","2005","secondary school degree","Male","9","","",""
"2 on scale 1-7 ","2005","secondary school degree","Female","12","","",""
"2 on scale 1-7 ","2005","college entrance qualification","Male","10","","",""
"2 on scale 1-7 ","2005","college entrance qualification","Female","6","","",""
"2 on scale 1-7 ","2005","Other degree","Male","3","","",""
"2 on scale 1-7 ","2005","Other degree","Female","2","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","Male","5","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","Female","4","","",""
"3 on scale 1-7 ","2005","lower secondary degree","Male","48","0.0152321784756721","0.0111400082694159","0.0193243486819284"
"3 on scale 1-7 ","2005","lower secondary degree","Female","36","0.0084929665582654","0.00550282729006666","0.0114831058264641"
"3 on scale 1-7 ","2005","secondary school degree","Male","24","","",""
"3 on scale 1-7 ","2005","secondary school degree","Female","36","0.0150505054829847","0.0109847991908371","0.0191162117751323"
"3 on scale 1-7 ","2005","college entrance qualification","Male","35","0.0138333357368714","0.00944315798173179","0.018223513492011"
"3 on scale 1-7 ","2005","college entrance qualification","Female","31","0.0155809337136987","0.0107017492481665","0.0204601181792308"
"3 on scale 1-7 ","2005","Other degree","Male","18","","",""
"3 on scale 1-7 ","2005","Other degree","Female","8","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","Male","22","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","Female","18","","",""
"4 on scale 1-7","2005","lower secondary degree","Male","133","0.037865162395755","0.0314877627007587","0.0442425620907513"
"4 on scale 1-7","2005","lower secondary degree","Female","161","0.0503188770044158","0.0431957910897103","0.0574419629191213"
"4 on scale 1-7","2005","secondary school degree","Male","69","0.0248415441715696","0.0188218078157052","0.0308612805274339"
"4 on scale 1-7","2005","secondary school degree","Female","85","0.0302936485146353","0.0245703105867559","0.0360169864425148"
"4 on scale 1-7","2005","college entrance qualification","Male","91","0.0372353877476808","0.030118641402844","0.0443521340925177"
"4 on scale 1-7","2005","college entrance qualification","Female","84","0.0379764456306255","0.0304461764737886","0.0455067147874623"
"4 on scale 1-7","2005","Other degree","Male","42","0.0805769518880571","0.0574480302130407","0.103705873563074"
"4 on scale 1-7","2005","Other degree","Female","41","0.0496451216657838","0.0320735651264902","0.0672166782050774"
"4 on scale 1-7","2005","no degree/no degree yet","Male","60","0.146549225326578","0.112686486461126","0.180411964192029"
"4 on scale 1-7","2005","no degree/no degree yet","Female","60","0.109056366371617","0.0811998901091711","0.136912842634063"
"5 on scale 1-7","2005","lower secondary degree","Male","400","0.108028175982931","0.0976564784207863","0.118399873545076"
"5 on scale 1-7","2005","lower secondary degree","Female","451","0.122098472622573","0.111430255949951","0.132766689295195"
"5 on scale 1-7","2005","secondary school degree","Male","303","0.118370395844571","0.10587600136103","0.130864790328112"
"5 on scale 1-7","2005","secondary school degree","Female","374","0.112046899172342","0.101513988207454","0.12257981013723"
"5 on scale 1-7","2005","college entrance qualification","Male","413","0.159411659013001","0.145652394840707","0.173170923185295"
"5 on scale 1-7","2005","college entrance qualification","Female","368","0.139346625983629","0.125703218320347","0.15299003364691"
"5 on scale 1-7","2005","Other degree","Male","73","0.161749869172168","0.130460193695552","0.193039544648784"
"5 on scale 1-7","2005","Other degree","Female","83","0.132193829335295","0.104794117270923","0.159593541399667"
"5 on scale 1-7","2005","no degree/no degree yet","Male","108","0.231113337601143","0.19075021584639","0.271476459355897"
"5 on scale 1-7","2005","no degree/no degree yet","Female","102","0.186641590155464","0.151822233180983","0.221460947129945"
"6 on scale 1-7","2005","lower secondary degree","Male","1013","0.290938670753576","0.275762983072484","0.306114358434669"
"6 on scale 1-7","2005","lower secondary degree","Female","1061","0.271459611548269","0.256968782337064","0.285950440759474"
"6 on scale 1-7","2005","secondary school degree","Male","910","0.352932763984794","0.334449814566091","0.371415713403496"
"6 on scale 1-7","2005","secondary school degree","Female","1101","0.314128151402916","0.298628269255447","0.329628033550385"
"6 on scale 1-7","2005","college entrance qualification","Male","1083","0.389456270151964","0.371127588625943","0.407784951677985"
"6 on scale 1-7","2005","college entrance qualification","Female","890","0.364938731033336","0.345972620310817","0.383904841755855"
"6 on scale 1-7","2005","Other degree","Male","138","0.251293621593054","0.214435026799458","0.288152216386649"
"6 on scale 1-7","2005","Other degree","Female","165","0.288684725739436","0.252026451935777","0.325342999543095"
"6 on scale 1-7","2005","no degree/no degree yet","Male","129","0.277309348370791","0.234444671603136","0.320174025138446"
"6 on scale 1-7","2005","no degree/no degree yet","Female","146","0.304605305335423","0.263475185870263","0.345735424800583"
"7 Strongly agree","2005","lower secondary degree","Male","1809","0.535769892570176","0.519106571644062","0.55243321349629"
"7 Strongly agree","2005","lower secondary degree","Female","1857","0.53063550536423","0.51437376287273","0.54689724785573"
"7 Strongly agree","2005","secondary school degree","Male","1244","0.489111013211889","0.469777197589816","0.508444828833962"
"7 Strongly agree","2005","secondary school degree","Female","1829","0.52149523744526","0.504814248923405","0.538176225967116"
"7 Strongly agree","2005","college entrance qualification","Male","1082","0.39547196411857","0.377093485346988","0.413850442890153"
"7 Strongly agree","2005","college entrance qualification","Female","1093","0.433860265770369","0.414334986841962","0.453385544698776"
"7 Strongly agree","2005","Other degree","Male","255","0.451130322743616","0.408846143638316","0.493414501848916"
"7 Strongly agree","2005","Other degree","Female","285","0.516182952711633","0.47575595847965","0.556609946943616"
"7 Strongly agree","2005","no degree/no degree yet","Male","91","0.285251616371524","0.242016988279229","0.328486244463819"
"7 Strongly agree","2005","no degree/no degree yet","Female","146","0.351450362582994","0.30878463450681","0.394116090659177"
"1 Strongly disagree","2006","lower secondary degree","Male","","","",""
"1 Strongly disagree","2006","lower secondary degree","Female","","","",""
"1 Strongly disagree","2006","secondary school degree","Male","","","",""
"1 Strongly disagree","2006","secondary school degree","Female","","","",""
"1 Strongly disagree","2006","college entrance qualification","Male","","","",""
"1 Strongly disagree","2006","college entrance qualification","Female","","","",""
"1 Strongly disagree","2006","Other degree","Male","","","",""
"1 Strongly disagree","2006","Other degree","Female","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","Male","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","Female","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","Male","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","Female","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Male","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Female","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Male","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Female","","","",""
"2 on scale 1-7 ","2006","Other degree","Male","","","",""
"2 on scale 1-7 ","2006","Other degree","Female","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Male","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Female","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Male","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Female","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Male","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Female","","","",""
"3 on scale 1-7 ","2006","Other degree","Male","","","",""
"3 on scale 1-7 ","2006","Other degree","Female","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2006","lower secondary degree","Male","","","",""
"4 on scale 1-7","2006","lower secondary degree","Female","","","",""
"4 on scale 1-7","2006","secondary school degree","Male","","","",""
"4 on scale 1-7","2006","secondary school degree","Female","","","",""
"4 on scale 1-7","2006","college entrance qualification","Male","","","",""
"4 on scale 1-7","2006","college entrance qualification","Female","","","",""
"4 on scale 1-7","2006","Other degree","Male","","","",""
"4 on scale 1-7","2006","Other degree","Female","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","Male","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","Female","","","",""
"5 on scale 1-7","2006","lower secondary degree","Male","","","",""
"5 on scale 1-7","2006","lower secondary degree","Female","","","",""
"5 on scale 1-7","2006","secondary school degree","Male","","","",""
"5 on scale 1-7","2006","secondary school degree","Female","","","",""
"5 on scale 1-7","2006","college entrance qualification","Male","","","",""
"5 on scale 1-7","2006","college entrance qualification","Female","","","",""
"5 on scale 1-7","2006","Other degree","Male","","","",""
"5 on scale 1-7","2006","Other degree","Female","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","Male","","","",""
"5 on scale 1-7","2006","no degree/no degree yet","Female","","","",""
"6 on scale 1-7","2006","lower secondary degree","Male","","","",""
"6 on scale 1-7","2006","lower secondary degree","Female","","","",""
"6 on scale 1-7","2006","secondary school degree","Male","","","",""
"6 on scale 1-7","2006","secondary school degree","Female","","","",""
"6 on scale 1-7","2006","college entrance qualification","Male","","","",""
"6 on scale 1-7","2006","college entrance qualification","Female","","","",""
"6 on scale 1-7","2006","Other degree","Male","","","",""
"6 on scale 1-7","2006","Other degree","Female","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","Male","","","",""
"6 on scale 1-7","2006","no degree/no degree yet","Female","","","",""
"7 Strongly agree","2006","lower secondary degree","Male","","","",""
"7 Strongly agree","2006","lower secondary degree","Female","","","",""
"7 Strongly agree","2006","secondary school degree","Male","","","",""
"7 Strongly agree","2006","secondary school degree","Female","","","",""
"7 Strongly agree","2006","college entrance qualification","Male","","","",""
"7 Strongly agree","2006","college entrance qualification","Female","","","",""
"7 Strongly agree","2006","Other degree","Male","","","",""
"7 Strongly agree","2006","Other degree","Female","","","",""
"7 Strongly agree","2006","no degree/no degree yet","Male","","","",""
"7 Strongly agree","2006","no degree/no degree yet","Female","","","",""
"1 Strongly disagree","2007","lower secondary degree","Male","","","",""
"1 Strongly disagree","2007","lower secondary degree","Female","","","",""
"1 Strongly disagree","2007","secondary school degree","Male","","","",""
"1 Strongly disagree","2007","secondary school degree","Female","","","",""
"1 Strongly disagree","2007","college entrance qualification","Male","","","",""
"1 Strongly disagree","2007","college entrance qualification","Female","","","",""
"1 Strongly disagree","2007","Other degree","Male","","","",""
"1 Strongly disagree","2007","Other degree","Female","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","Male","","","",""
"1 Strongly disagree","2007","no degree/no degree yet","Female","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","Male","","","",""
"2 on scale 1-7 ","2007","lower secondary degree","Female","","","",""
"2 on scale 1-7 ","2007","secondary school degree","Male","","","",""
"2 on scale 1-7 ","2007","secondary school degree","Female","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","Male","","","",""
"2 on scale 1-7 ","2007","college entrance qualification","Female","","","",""
"2 on scale 1-7 ","2007","Other degree","Male","","","",""
"2 on scale 1-7 ","2007","Other degree","Female","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2007","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","Male","","","",""
"3 on scale 1-7 ","2007","lower secondary degree","Female","","","",""
"3 on scale 1-7 ","2007","secondary school degree","Male","","","",""
"3 on scale 1-7 ","2007","secondary school degree","Female","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","Male","","","",""
"3 on scale 1-7 ","2007","college entrance qualification","Female","","","",""
"3 on scale 1-7 ","2007","Other degree","Male","","","",""
"3 on scale 1-7 ","2007","Other degree","Female","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2007","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2007","lower secondary degree","Male","","","",""
"4 on scale 1-7","2007","lower secondary degree","Female","","","",""
"4 on scale 1-7","2007","secondary school degree","Male","","","",""
"4 on scale 1-7","2007","secondary school degree","Female","","","",""
"4 on scale 1-7","2007","college entrance qualification","Male","","","",""
"4 on scale 1-7","2007","college entrance qualification","Female","","","",""
"4 on scale 1-7","2007","Other degree","Male","","","",""
"4 on scale 1-7","2007","Other degree","Female","","","",""
"4 on scale 1-7","2007","no degree/no degree yet","Male","","","",""
