"plh0212","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","West Germany","","","",""
"1 Strongly disagree","2005","in school","East Germany","","","",""
"1 Strongly disagree","2005","inadequately","West Germany","","","",""
"1 Strongly disagree","2005","inadequately","East Germany","","","",""
"1 Strongly disagree","2005","general elemantary","West Germany","","","",""
"1 Strongly disagree","2005","general elemantary","East Germany","","","",""
"1 Strongly disagree","2005","middle vocational","West Germany","35","0.0061130773334542","0.00436168787229371","0.00786446679461469"
"1 Strongly disagree","2005","middle vocational","East Germany","","","",""
"1 Strongly disagree","2005","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2005","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2005","higher vocational","West Germany","","","",""
"1 Strongly disagree","2005","higher vocational","East Germany","","","",""
"1 Strongly disagree","2005","higher education","West Germany","","","",""
"1 Strongly disagree","2005","higher education","East Germany","","","",""
"2 on scale 1-7 ","2005","in school","West Germany","","","",""
"2 on scale 1-7 ","2005","in school","East Germany","","","",""
"2 on scale 1-7 ","2005","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2005","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2005","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2005","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2005","middle vocational","West Germany","30","0.00357505447103201","0.00223399534348535","0.00491611359857867"
"2 on scale 1-7 ","2005","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2005","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2005","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2005","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2005","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2005","higher education","West Germany","","","",""
"2 on scale 1-7 ","2005","higher education","East Germany","","","",""
"3 on scale 1-7 ","2005","in school","West Germany","","","",""
"3 on scale 1-7 ","2005","in school","East Germany","","","",""
"3 on scale 1-7 ","2005","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2005","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2005","general elemantary","West Germany","33","0.0140173911253473","0.0089320295232761","0.0191027527274185"
"3 on scale 1-7 ","2005","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2005","middle vocational","West Germany","102","0.015567580819633","0.0127860247598046","0.0183491368794615"
"3 on scale 1-7 ","2005","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2005","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2005","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2005","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2005","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2005","higher education","West Germany","34","0.00862983613333931","0.00527151274457603","0.0119881595221026"
"3 on scale 1-7 ","2005","higher education","East Germany","","","",""
"4 on scale 1-7","2005","in school","West Germany","80","0.173841473871479","0.140656794918367","0.207026152824591"
"4 on scale 1-7","2005","in school","East Germany","","","",""
"4 on scale 1-7","2005","inadequately","West Germany","","","",""
"4 on scale 1-7","2005","inadequately","East Germany","","","",""
"4 on scale 1-7","2005","general elemantary","West Germany","151","0.0737005074977613","0.0623982663681897","0.0850027486273329"
"4 on scale 1-7","2005","general elemantary","East Germany","","","",""
"4 on scale 1-7","2005","middle vocational","West Germany","285","0.0379434242590199","0.0336505035596238","0.0422363449584161"
"4 on scale 1-7","2005","middle vocational","East Germany","63","0.0275834085360153","0.0213206134719432","0.0338462036000875"
"4 on scale 1-7","2005","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2005","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2005","higher vocational","West Germany","","","",""
"4 on scale 1-7","2005","higher vocational","East Germany","","","",""
"4 on scale 1-7","2005","higher education","West Germany","99","0.0343005345521437","0.0276924626944426","0.0409086064098447"
"4 on scale 1-7","2005","higher education","East Germany","","","",""
"5 on scale 1-7","2005","in school","West Germany","137","0.261415256911224","0.222938818949404","0.299891694873044"
"5 on scale 1-7","2005","in school","East Germany","45","0.333546361185455","0.257329247361834","0.409763475009076"
"5 on scale 1-7","2005","inadequately","West Germany","33","0.146749051537964","0.0998836788563689","0.193614424219559"
"5 on scale 1-7","2005","inadequately","East Germany","","","",""
"5 on scale 1-7","2005","general elemantary","West Germany","333","0.156477696861118","0.140762199719166","0.17219319400307"
"5 on scale 1-7","2005","general elemantary","East Germany","68","0.221015238409719","0.177039754401347","0.26499072241809"
"5 on scale 1-7","2005","middle vocational","West Germany","884","0.110323543206872","0.103284162577801","0.117362923835942"
"5 on scale 1-7","2005","middle vocational","East Germany","283","0.1154272431821","0.103208149453328","0.127646336910872"
"5 on scale 1-7","2005","vocational + Abi","West Germany","140","0.126234516576786","0.105334399119036","0.147134634034535"
"5 on scale 1-7","2005","vocational + Abi","East Germany","","","",""
"5 on scale 1-7","2005","higher vocational","West Germany","129","0.115867808282405","0.0972309314952349","0.134504685069575"
"5 on scale 1-7","2005","higher vocational","East Germany","39","0.0771505493126732","0.0516621839775194","0.102638914647827"
"5 on scale 1-7","2005","higher education","West Germany","413","0.144912578503269","0.13213167316269","0.157693483843847"
"5 on scale 1-7","2005","higher education","East Germany","158","0.12404170190943","0.10579749888489","0.14228590493397"
"6 on scale 1-7","2005","in school","West Germany","154","0.278672593536448","0.2394132914852","0.317931895587696"
"6 on scale 1-7","2005","in school","East Germany","45","0.251641223595896","0.181490000745966","0.321792446445826"
"6 on scale 1-7","2005","inadequately","West Germany","66","0.324526296958056","0.262517228979554","0.386535364936557"
"6 on scale 1-7","2005","inadequately","East Germany","","","",""
"6 on scale 1-7","2005","general elemantary","West Germany","580","0.26726442772384","0.248121963955458","0.286406891492221"
"6 on scale 1-7","2005","general elemantary","East Germany","110","0.264307212567791","0.217572691713221","0.311041733422361"
"6 on scale 1-7","2005","middle vocational","West Germany","2341","0.29511300627667","0.2848650273732","0.305360985180139"
"6 on scale 1-7","2005","middle vocational","East Germany","884","0.336084820384683","0.318021449356093","0.354148191413273"
"6 on scale 1-7","2005","vocational + Abi","West Germany","365","0.385768446091646","0.355135297593936","0.416401594589355"
"6 on scale 1-7","2005","vocational + Abi","East Germany","54","0.230355801773978","0.165516973020787","0.29519463052717"
"6 on scale 1-7","2005","higher vocational","West Germany","404","0.360998027476863","0.333031622009699","0.388964432944028"
"6 on scale 1-7","2005","higher vocational","East Germany","135","0.340718781902856","0.295445661159653","0.385991902646058"
"6 on scale 1-7","2005","higher education","West Germany","1077","0.377227074853824","0.359628819827097","0.394825329880551"
"6 on scale 1-7","2005","higher education","East Germany","452","0.334218404251433","0.308109995924286","0.360326812578579"
"7 Strongly agree","2005","in school","West Germany","96","0.223478557309434","0.187001156600511","0.259955958018358"
"7 Strongly agree","2005","in school","East Germany","","","",""
"7 Strongly agree","2005","inadequately","West Germany","88","0.416436011197651","0.351146350046651","0.481725672348651"
"7 Strongly agree","2005","inadequately","East Germany","","","",""
"7 Strongly agree","2005","general elemantary","West Germany","927","0.474091102231687","0.452491797190949","0.495690407272426"
"7 Strongly agree","2005","general elemantary","East Germany","123","0.391245120998988","0.339522475157342","0.442967766840635"
"7 Strongly agree","2005","middle vocational","West Germany","3932","0.531364313633319","0.520151924306395","0.542576702960243"
"7 Strongly agree","2005","middle vocational","East Germany","1345","0.498560140053895","0.479440211803767","0.517680068304023"
"7 Strongly agree","2005","vocational + Abi","West Germany","427","0.426719753164762","0.395594199434887","0.457845306894636"
"7 Strongly agree","2005","vocational + Abi","East Germany","75","0.531920016329661","0.45508241738724","0.608757615272083"
"7 Strongly agree","2005","higher vocational","West Germany","560","0.488223226317956","0.459117218590648","0.517329234045265"
"7 Strongly agree","2005","higher vocational","East Germany","228","0.52913563314286","0.481455390095338","0.576815876190382"
"7 Strongly agree","2005","higher education","West Germany","1277","0.427434780364481","0.409472944318055","0.445396616410906"
"7 Strongly agree","2005","higher education","East Germany","612","0.516191864438478","0.488532545382185","0.543851183494772"
"1 Strongly disagree","2006","in school","West Germany","","","",""
"1 Strongly disagree","2006","in school","East Germany","","","",""
"1 Strongly disagree","2006","inadequately","West Germany","","","",""
"1 Strongly disagree","2006","inadequately","East Germany","","","",""
"1 Strongly disagree","2006","general elemantary","West Germany","","","",""
"1 Strongly disagree","2006","general elemantary","East Germany","","","",""
"1 Strongly disagree","2006","middle vocational","West Germany","","","",""
"1 Strongly disagree","2006","middle vocational","East Germany","","","",""
"1 Strongly disagree","2006","vocational + Abi","West Germany","","","",""
"1 Strongly disagree","2006","vocational + Abi","East Germany","","","",""
"1 Strongly disagree","2006","higher vocational","West Germany","","","",""
"1 Strongly disagree","2006","higher vocational","East Germany","","","",""
"1 Strongly disagree","2006","higher education","West Germany","","","",""
"1 Strongly disagree","2006","higher education","East Germany","","","",""
"2 on scale 1-7 ","2006","in school","West Germany","","","",""
"2 on scale 1-7 ","2006","in school","East Germany","","","",""
"2 on scale 1-7 ","2006","inadequately","West Germany","","","",""
"2 on scale 1-7 ","2006","inadequately","East Germany","","","",""
"2 on scale 1-7 ","2006","general elemantary","West Germany","","","",""
"2 on scale 1-7 ","2006","general elemantary","East Germany","","","",""
"2 on scale 1-7 ","2006","middle vocational","West Germany","","","",""
"2 on scale 1-7 ","2006","middle vocational","East Germany","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","West Germany","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","East Germany","","","",""
"2 on scale 1-7 ","2006","higher vocational","West Germany","","","",""
"2 on scale 1-7 ","2006","higher vocational","East Germany","","","",""
"2 on scale 1-7 ","2006","higher education","West Germany","","","",""
"2 on scale 1-7 ","2006","higher education","East Germany","","","",""
"3 on scale 1-7 ","2006","in school","West Germany","","","",""
"3 on scale 1-7 ","2006","in school","East Germany","","","",""
"3 on scale 1-7 ","2006","inadequately","West Germany","","","",""
"3 on scale 1-7 ","2006","inadequately","East Germany","","","",""
"3 on scale 1-7 ","2006","general elemantary","West Germany","","","",""
"3 on scale 1-7 ","2006","general elemantary","East Germany","","","",""
"3 on scale 1-7 ","2006","middle vocational","West Germany","","","",""
"3 on scale 1-7 ","2006","middle vocational","East Germany","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","West Germany","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","East Germany","","","",""
"3 on scale 1-7 ","2006","higher vocational","West Germany","","","",""
"3 on scale 1-7 ","2006","higher vocational","East Germany","","","",""
"3 on scale 1-7 ","2006","higher education","West Germany","","","",""
"3 on scale 1-7 ","2006","higher education","East Germany","","","",""
"4 on scale 1-7","2006","in school","West Germany","","","",""
"4 on scale 1-7","2006","in school","East Germany","","","",""
"4 on scale 1-7","2006","inadequately","West Germany","","","",""
"4 on scale 1-7","2006","inadequately","East Germany","","","",""
"4 on scale 1-7","2006","general elemantary","West Germany","","","",""
"4 on scale 1-7","2006","general elemantary","East Germany","","","",""
"4 on scale 1-7","2006","middle vocational","West Germany","","","",""
"4 on scale 1-7","2006","middle vocational","East Germany","","","",""
"4 on scale 1-7","2006","vocational + Abi","West Germany","","","",""
"4 on scale 1-7","2006","vocational + Abi","East Germany","","","",""
"4 on scale 1-7","2006","higher vocational","West Germany","","","",""
"4 on scale 1-7","2006","higher vocational","East Germany","","","",""
"4 on scale 1-7","2006","higher education","West Germany","","","",""
"4 on scale 1-7","2006","higher education","East Germany","","","",""
"5 on scale 1-7","2006","in school","West Germany","","","",""
"5 on scale 1-7","2006","in school","East Germany","","","",""
"5 on scale 1-7","2006","inadequately","West Germany","","","",""
"5 on scale 1-7","2006","inadequately","East Germany","","","",""
"5 on scale 1-7","2006","general elemantary","West Germany","","","",""
"5 on scale 1-7","2006","general elemantary","East Germany","","","",""
"5 on scale 1-7","2006","middle vocational","West Germany","","","",""
"5 on scale 1-7","2006","middle vocational","East Germany","","","",""
"5 on scale 1-7","2006","vocational + Abi","West Germany","","","",""
