"plh0212","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","Male","6","","","","1"
"1 Strongly disagree","2005","16-34 y.","Female","7","","","","1"
"1 Strongly disagree","2005","35-65 y.","Male","24","","","","1"
"1 Strongly disagree","2005","35-65 y.","Female","19","","","","1"
"1 Strongly disagree","2005","66 and older","Male","15","","","","1"
"1 Strongly disagree","2005","66 and older","Female","26","","","","1"
"2 on scale 1-7 ","2005","35-65 y.","Male","22","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","Male","11","","","","2"
"2 on scale 1-7 ","2005","66 and older","Female","12","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","Female","13","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","Female","19","","","","2"
"2 on scale 1-7 ","2005","66 and older","Male","13","","","","2"
"3 on scale 1-7 ","2005","66 and older","Male","24","","","","3"
"3 on scale 1-7 ","2005","16-34 y.","Male","57","0.0244048903631757","0.0184135827672262","0.0303961979591252","3"
"3 on scale 1-7 ","2005","35-65 y.","Female","51","0.00870701277136377","0.00635271986358248","0.0110613056791451","3"
"3 on scale 1-7 ","2005","35-65 y.","Male","74","0.0135667332030214","0.0105406324462311","0.0165928339598116","3"
"3 on scale 1-7 ","2005","16-34 y.","Female","58","0.019625529557269","0.0144618632754376","0.0247891958391004","3"
"3 on scale 1-7 ","2005","66 and older","Female","25","","","","3"
"4 on scale 1-7","2005","66 and older","Female","109","0.059509857334552","0.0492387426192638","0.0697809720498401","4"
"4 on scale 1-7","2005","16-34 y.","Female","161","0.0645495288003682","0.0554019024830617","0.0736971551176747","4"
"4 on scale 1-7","2005","35-65 y.","Male","164","0.031679785759641","0.0270982349857908","0.0362613365334912","4"
"4 on scale 1-7","2005","66 and older","Male","78","0.0432218751519667","0.0336002846289625","0.0528434656749709","4"
"4 on scale 1-7","2005","16-34 y.","Male","171","0.0617596495534822","0.0524129594421017","0.0711063396648626","4"
"4 on scale 1-7","2005","35-65 y.","Female","180","0.0294460339056331","0.0251620469980322","0.033730020813234","4"
"5 on scale 1-7","2005","66 and older","Female","297","0.142504335285191","0.127327682230933","0.15768098833945","5"
"5 on scale 1-7","2005","35-65 y.","Female","665","0.105935973198346","0.0981371167300916","0.1137348296666","5"
"5 on scale 1-7","2005","66 and older","Male","207","0.124224850472947","0.108618908079144","0.13983079286675","5"
"5 on scale 1-7","2005","16-34 y.","Male","484","0.18956088589646","0.174341997208151","0.20477977458477","5"
"5 on scale 1-7","2005","16-34 y.","Female","443","0.153667215045653","0.140242265237494","0.167092164853812","5"
"5 on scale 1-7","2005","35-65 y.","Male","640","0.10871039589619","0.100567913167569","0.116852878624811","5"
"6 on scale 1-7","2005","66 and older","Female","565","0.258336250931378","0.239332374249078","0.277340127613679","6"
"6 on scale 1-7","2005","35-65 y.","Male","1918","0.328543001937034","0.316256815545727","0.340829188328342","6"
"6 on scale 1-7","2005","66 and older","Male","482","0.282150948149335","0.260857461888","0.30344443441067","6"
"6 on scale 1-7","2005","16-34 y.","Male","949","0.360288996484469","0.341648143169991","0.378929849798946","6"
"6 on scale 1-7","2005","35-65 y.","Female","1882","0.310892595475424","0.299163256588709","0.322621934362138","6"
"6 on scale 1-7","2005","16-34 y.","Female","972","0.337172316260809","0.319573731176091","0.354770901345527","6"
"7 Strongly agree","2005","66 and older","Female","1004","0.503194366169582","0.481486999495548","0.524901732843616","7"
"7 Strongly agree","2005","66 and older","Male","897","0.518536726910161","0.494896001848304","0.542177451972018","7"
"7 Strongly agree","2005","35-65 y.","Male","2772","0.509382015041264","0.496305096373877","0.52245893370865","7"
"7 Strongly agree","2005","35-65 y.","Female","3166","0.536498448729825","0.523861718391685","0.549135179067965","7"
"7 Strongly agree","2005","16-34 y.","Male","870","0.357148442978173","0.338543510002617","0.375753375953729","7"
"7 Strongly agree","2005","16-34 y.","Female","1118","0.418425546756489","0.400061717981725","0.436789375531253","7"
"1 Strongly disagree","2006","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2006","66 and older","Male","","","","","1"
"1 Strongly disagree","2006","66 and older","Female","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2006","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Male","","","","","2"
"3 on scale 1-7 ","2006","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Female","","","","","3"
