"plh0212","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","no migration background","(0) in school","1","","",""
"1 Strongly disagree","2005","no migration background","(1a) inadequately completed","1","","",""
"1 Strongly disagree","2005","no migration background","(1b) general elementary school","13","","",""
"1 Strongly disagree","2005","no migration background","(1c) basic vocational qualification","35","0.00823998935825427","0.0057049632947443","0.0107750154217642"
"1 Strongly disagree","2005","no migration background","(2b) intermediate general qualification","1","","",""
"1 Strongly disagree","2005","no migration background","(2a) intermediate vocational","14","","",""
"1 Strongly disagree","2005","no migration background","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2005","no migration background","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2005","no migration background","(3a) lower tertiary education","4","","",""
"1 Strongly disagree","2005","no migration background","(3b) higher tertiary education","3","","",""
"1 Strongly disagree","2005","direct migration background","(0) in school","1","","",""
"1 Strongly disagree","2005","direct migration background","(1a) inadequately completed","5","","",""
"1 Strongly disagree","2005","direct migration background","(1b) general elementary school","3","","",""
"1 Strongly disagree","2005","direct migration background","(1c) basic vocational qualification","5","","",""
"1 Strongly disagree","2005","direct migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","direct migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","direct migration background","(2c_gen) general maturity certificate","1","","",""
"1 Strongly disagree","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","direct migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","direct migration background","(3b) higher tertiary education","1","","",""
"1 Strongly disagree","2005","indirect migration background","(0) in school","1","","",""
"1 Strongly disagree","2005","indirect migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","indirect migration background","(1b) general elementary school","3","","",""
"1 Strongly disagree","2005","indirect migration background","(1c) basic vocational qualification","1","","",""
"1 Strongly disagree","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","indirect migration background","(2a) intermediate vocational","1","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","indirect migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","indirect migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","no migration background","(0) in school","5","","",""
"2 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","2","","",""
"2 on scale 1-7 ","2005","no migration background","(1b) general elementary school","9","","",""
"2 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","21","","",""
"2 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","2","","",""
"2 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","17","","",""
"2 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","2","","",""
"2 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","6","","",""
"2 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","2","","",""
"2 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","8","","",""
"2 on scale 1-7 ","2005","direct migration background","(0) in school","","","",""
"2 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","1","","",""
"2 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","3","","",""
"2 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","5","","",""
"2 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","1","","",""
"2 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(0) in school","1","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","no migration background","(0) in school","28","","",""
"3 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","2","","",""
"3 on scale 1-7 ","2005","no migration background","(1b) general elementary school","25","","",""
"3 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","46","0.0089692331559109","0.00632538181078801","0.0116130845010338"
"3 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","7","","",""
"3 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","46","0.0139880996035002","0.0105632344083211","0.0174129647986794"
"3 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","16","","",""
"3 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","12","","",""
"3 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","13","","",""
"3 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","26","","",""
"3 on scale 1-7 ","2005","direct migration background","(0) in school","","","",""
"3 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","2","","",""
"3 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","10","","",""
"3 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","14","","",""
"3 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","1","","",""
"3 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","5","","",""
"3 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","3","","",""
"3 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","3","","",""
"3 on scale 1-7 ","2005","indirect migration background","(0) in school","8","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","3","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","1","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","1","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","1","","",""
"3 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","no migration background","(0) in school","81","0.175009463214396","0.141934500659195","0.208084425769597"
"4 on scale 1-7","2005","no migration background","(1a) inadequately completed","4","","",""
"4 on scale 1-7","2005","no migration background","(1b) general elementary school","87","0.0718589702216298","0.0573733284976607","0.0863446119455989"
"4 on scale 1-7","2005","no migration background","(1c) basic vocational qualification","168","0.0351340187896763","0.0299708869019528","0.0402971506773998"
"4 on scale 1-7","2005","no migration background","(2b) intermediate general qualification","33","0.0714475318154175","0.0479607267718753","0.0949343368589596"
"4 on scale 1-7","2005","no migration background","(2a) intermediate vocational","97","0.0236005449583758","0.0191736641844394","0.0280274257323122"
"4 on scale 1-7","2005","no migration background","(2c_gen) general maturity certificate","32","0.0494126869553608","0.0320999756335075","0.0667253982772142"
"4 on scale 1-7","2005","no migration background","(2c_voc) vocational maturity certificate","32","0.0328554958360114","0.0227189598229392","0.0429920318490837"
"4 on scale 1-7","2005","no migration background","(3a) lower tertiary education","36","0.0219614072909696","0.0146747110929501","0.0292481034889891"
"4 on scale 1-7","2005","no migration background","(3b) higher tertiary education","68","0.0372491916335342","0.0293485512087319","0.0451498320583365"
"4 on scale 1-7","2005","direct migration background","(0) in school","5","","",""
