"plh0212","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","in school","3","","",""
"1 Strongly disagree","2005","16-34 y.","inadequately","1","","",""
"1 Strongly disagree","2005","16-34 y.","general elemantary","4","","",""
"1 Strongly disagree","2005","16-34 y.","middle vocational","4","","",""
"1 Strongly disagree","2005","16-34 y.","vocational + Abi","","","",""
"1 Strongly disagree","2005","16-34 y.","higher vocational","","","",""
"1 Strongly disagree","2005","16-34 y.","higher education","1","","",""
"1 Strongly disagree","2005","35-65 y.","in school","","","",""
"1 Strongly disagree","2005","35-65 y.","inadequately","2","","",""
"1 Strongly disagree","2005","35-65 y.","general elemantary","5","","",""
"1 Strongly disagree","2005","35-65 y.","middle vocational","27","","",""
"1 Strongly disagree","2005","35-65 y.","vocational + Abi","","","",""
"1 Strongly disagree","2005","35-65 y.","higher vocational","5","","",""
"1 Strongly disagree","2005","35-65 y.","higher education","4","","",""
"1 Strongly disagree","2005","66 and older","in school","","","",""
"1 Strongly disagree","2005","66 and older","inadequately","4","","",""
"1 Strongly disagree","2005","66 and older","general elemantary","10","","",""
"1 Strongly disagree","2005","66 and older","middle vocational","19","","",""
"1 Strongly disagree","2005","66 and older","vocational + Abi","1","","",""
"1 Strongly disagree","2005","66 and older","higher vocational","3","","",""
"1 Strongly disagree","2005","66 and older","higher education","3","","",""
"2 on scale 1-7 ","2005","16-34 y.","in school","6","","",""
"2 on scale 1-7 ","2005","16-34 y.","inadequately","","","",""
"2 on scale 1-7 ","2005","16-34 y.","general elemantary","3","","",""
"2 on scale 1-7 ","2005","16-34 y.","middle vocational","5","","",""
"2 on scale 1-7 ","2005","16-34 y.","vocational + Abi","2","","",""
"2 on scale 1-7 ","2005","16-34 y.","higher vocational","1","","",""
"2 on scale 1-7 ","2005","16-34 y.","higher education","2","","",""
"2 on scale 1-7 ","2005","35-65 y.","in school","","","",""
"2 on scale 1-7 ","2005","35-65 y.","inadequately","2","","",""
"2 on scale 1-7 ","2005","35-65 y.","general elemantary","4","","",""
"2 on scale 1-7 ","2005","35-65 y.","middle vocational","23","","",""
