"plh0212","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","Urban Area","48","0.00590754271463032","0.00448518770194505","0.0073298977273156","1"
"1 Strongly disagree","2005","no migration background","Rural Area","26","","","","1"
"1 Strongly disagree","2005","direct migration background","Urban Area","14","","","","1"
"1 Strongly disagree","2005","direct migration background","Rural Area","2","","","","1"
"1 Strongly disagree","2005","indirect migration background","Urban Area","4","","","","1"
"1 Strongly disagree","2005","indirect migration background","Rural Area","3","","","","1"
"2 on scale 1-7 ","2005","direct migration background","Urban Area","9","","","","2"
"2 on scale 1-7 ","2005","no migration background","Urban Area","44","0.0037178719944789","0.00258825928650199","0.00484748470245581","2"
"2 on scale 1-7 ","2005","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2005","no migration background","Rural Area","33","0.00661105589838036","0.00461468462612289","0.00860742717063783","2"
"2 on scale 1-7 ","2005","direct migration background","Rural Area","2","","","","2"
"2 on scale 1-7 ","2005","indirect migration background","Urban Area","2","","","","2"
"3 on scale 1-7 ","2005","indirect migration background","Urban Area","18","","","","3"
"3 on scale 1-7 ","2005","no migration background","Urban Area","159","0.014748125705964","0.0125107792863453","0.0169854721255828","3"
"3 on scale 1-7 ","2005","direct migration background","Rural Area","7","","","","3"
"3 on scale 1-7 ","2005","direct migration background","Urban Area","33","0.0187623342680678","0.012752364503313","0.0247723040328226","3"
"3 on scale 1-7 ","2005","no migration background","Rural Area","70","0.0112675147389739","0.00866735694139981","0.0138676725365481","3"
"3 on scale 1-7 ","2005","indirect migration background","Rural Area","2","","","","3"
"4 on scale 1-7","2005","indirect migration background","Rural Area","7","","","","4"
"4 on scale 1-7","2005","no migration background","Rural Area","223","0.0383818520899664","0.0336491352072597","0.0431145689726731","4"
"4 on scale 1-7","2005","direct migration background","Urban Area","126","0.0663176028195522","0.0552957211911751","0.0773394844479294","4"
"4 on scale 1-7","2005","indirect migration background","Urban Area","54","0.0726366596507859","0.0537052747165486","0.0915680445850233","4"
"4 on scale 1-7","2005","no migration background","Urban Area","436","0.0408361191489574","0.0371627901921115","0.0445094481058033","4"
"4 on scale 1-7","2005","direct migration background","Rural Area","17","","","","4"
"5 on scale 1-7","2005","indirect migration background","Rural Area","21","","","","5"
"5 on scale 1-7","2005","direct migration background","Rural Area","57","0.131033556470336","0.0980476949263572","0.164019418014315","5"
"5 on scale 1-7","2005","indirect migration background","Urban Area","118","0.167647053632016","0.140399267903502","0.19489483936053","5"
"5 on scale 1-7","2005","no migration background","Urban Area","1500","0.130181991019499","0.123936295110903","0.136427686928094","5"
"5 on scale 1-7","2005","no migration background","Rural Area","805","0.123860570271447","0.115745367301012","0.131975773241881","5"
"5 on scale 1-7","2005","direct migration background","Urban Area","235","0.126171844588507","0.111464441668169","0.140879247508846","5"
"6 on scale 1-7","2005","indirect migration background","Rural Area","26","","","","6"
"6 on scale 1-7","2005","direct migration background","Urban Area","582","0.292758782684447","0.272603889766314","0.31291367560258","6"
