"plh0212","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","lower secondary degree","46","0.0143767830109267","0.0105612371322392","0.0181923288896142"
"1 Strongly disagree","2005","Not Employed","secondary school degree","13","","",""
"1 Strongly disagree","2005","Not Employed","college entrance qualification","3","","",""
"1 Strongly disagree","2005","Not Employed","Other degree","6","","",""
"1 Strongly disagree","2005","Not Employed","no degree/no degree yet","7","","",""
"1 Strongly disagree","2005","Employed","lower secondary degree","10","","",""
"1 Strongly disagree","2005","Employed","secondary school degree","4","","",""
"1 Strongly disagree","2005","Employed","college entrance qualification","5","","",""
"1 Strongly disagree","2005","Employed","Other degree","","","",""
"1 Strongly disagree","2005","Employed","no degree/no degree yet","2","","",""
"2 on scale 1-7 ","2005","Not Employed","lower secondary degree","26","","",""
"2 on scale 1-7 ","2005","Not Employed","secondary school degree","12","","",""
"2 on scale 1-7 ","2005","Not Employed","college entrance qualification","3","","",""
"2 on scale 1-7 ","2005","Not Employed","Other degree","3","","",""
"2 on scale 1-7 ","2005","Not Employed","no degree/no degree yet","9","","",""
"2 on scale 1-7 ","2005","Employed","lower secondary degree","8","","",""
"2 on scale 1-7 ","2005","Employed","secondary school degree","9","","",""
"2 on scale 1-7 ","2005","Employed","college entrance qualification","13","","",""
"2 on scale 1-7 ","2005","Employed","Other degree","2","","",""
"2 on scale 1-7 ","2005","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2005","Not Employed","lower secondary degree","50","0.0130636109831175","0.00942407046154557","0.0167031515046894"
"3 on scale 1-7 ","2005","Not Employed","secondary school degree","28","","",""
"3 on scale 1-7 ","2005","Not Employed","college entrance qualification","17","","",""
"3 on scale 1-7 ","2005","Not Employed","Other degree","17","","",""
"3 on scale 1-7 ","2005","Not Employed","no degree/no degree yet","35","0.0358628535322377","0.0221368103244026","0.0495888967400728"
"3 on scale 1-7 ","2005","Employed","lower secondary degree","34","0.0102432157051668","0.00681820879543385","0.0136682226148998"
"3 on scale 1-7 ","2005","Employed","secondary school degree","32","0.00789814349347498","0.00531038415791386","0.0104859028290361"
"3 on scale 1-7 ","2005","Employed","college entrance qualification","49","0.0148926054168205","0.0111186896993472","0.0186665211342938"
"3 on scale 1-7 ","2005","Employed","Other degree","9","","",""
"3 on scale 1-7 ","2005","Employed","no degree/no degree yet","5","","",""
"4 on scale 1-7","2005","Not Employed","lower secondary degree","201","0.0546493944953277","0.0473638923736527","0.0619348966170027"
"4 on scale 1-7","2005","Not Employed","secondary school degree","60","0.0489961790315847","0.0381373138139829","0.0598550442491865"
"4 on scale 1-7","2005","Not Employed","college entrance qualification","69","0.0639142938674931","0.0502835346682954","0.0775450530666908"
"4 on scale 1-7","2005","Not Employed","Other degree","54","0.0977332445775953","0.0710284081275742","0.124438081027616"
"4 on scale 1-7","2005","Not Employed","no degree/no degree yet","97","0.132918559547388","0.107858835126158","0.157978283968618"
"4 on scale 1-7","2005","Employed","lower secondary degree","93","0.0326438764985797","0.0265991994191766","0.0386885535779829"
"4 on scale 1-7","2005","Employed","secondary school degree","94","0.0199305876303365","0.0158448383547431","0.02401633690593"
"4 on scale 1-7","2005","Employed","college entrance qualification","106","0.028317688132109","0.023149288205254","0.0334860880589641"
"4 on scale 1-7","2005","Employed","Other degree","29","","",""
"4 on scale 1-7","2005","Employed","no degree/no degree yet","23","","",""
