"plh0212","year","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Male","45","0.00521835665438599","0.00379751938462342","0.00663919392414856"
"1 Strongly disagree","2005","Female","52","0.00695479708920404","0.00538687722085831","0.00852271695754978"
"2 on scale 1-7 ","2005","Male","46","0.00398847255602397","0.0027455356986052","0.00523140941344274"
"2 on scale 1-7 ","2005","Female","44","0.00449316548719835","0.00323135116416898","0.00575497981022773"
"3 on scale 1-7 ","2005","Male","155","0.0169458970778491","0.0144006228953155","0.0194911712603827"
"3 on scale 1-7 ","2005","Female","134","0.0126692559385937","0.0105591512242352","0.0147793606529522"
"4 on scale 1-7","2005","Male","413","0.0418905934645538","0.0379398449212956","0.045841342007812"
"4 on scale 1-7","2005","Female","450","0.0453505447199624","0.0414249058863209","0.0492761835536039"
"5 on scale 1-7","2005","Male","1331","0.133242027379706","0.12654035614505","0.139943698614362"
"5 on scale 1-7","2005","Female","1405","0.126505694237939","0.120234038676484","0.132777349799394"
"6 on scale 1-7","2005","Male","3349","0.328315535194045","0.319054875003828","0.337576195384262"
"6 on scale 1-7","2005","Female","3419","0.304407352535796","0.29572570433944","0.313089000732152"
"7 Strongly agree","2005","Male","4539","0.470399117673436","0.460556260588735","0.480241974758137"
"7 Strongly agree","2005","Female","5288","0.499619189991306","0.490185817119926","0.509052562862687"
"1 Strongly disagree","2006","Male","","","",""
"1 Strongly disagree","2006","Female","","","",""
"2 on scale 1-7 ","2006","Male","","","",""
"2 on scale 1-7 ","2006","Female","","","",""
"3 on scale 1-7 ","2006","Male","","","",""
"3 on scale 1-7 ","2006","Female","","","",""
"4 on scale 1-7","2006","Male","","","",""
"4 on scale 1-7","2006","Female","","","",""
"5 on scale 1-7","2006","Male","","","",""
"5 on scale 1-7","2006","Female","","","",""
"6 on scale 1-7","2006","Male","","","",""
"6 on scale 1-7","2006","Female","","","",""
"7 Strongly agree","2006","Male","","","",""
"7 Strongly agree","2006","Female","","","",""
"1 Strongly disagree","2007","Male","","","",""
"1 Strongly disagree","2007","Female","","","",""
"2 on scale 1-7 ","2007","Male","","","",""
"2 on scale 1-7 ","2007","Female","","","",""
"3 on scale 1-7 ","2007","Male","","","",""
"3 on scale 1-7 ","2007","Female","","","",""
"4 on scale 1-7","2007","Male","","","",""
"4 on scale 1-7","2007","Female","","","",""
"5 on scale 1-7","2007","Male","","","",""
"5 on scale 1-7","2007","Female","","","",""
"6 on scale 1-7","2007","Male","","","",""
"6 on scale 1-7","2007","Female","","","",""
"7 Strongly agree","2007","Male","","","",""
"7 Strongly agree","2007","Female","","","",""
"1 Strongly disagree","2008","Male","","","",""
"1 Strongly disagree","2008","Female","","","",""
"2 on scale 1-7 ","2008","Male","","","",""
