"plh0212","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","West Germany","12","","","","1"
"1 Strongly disagree","2005","Full Time","East Germany","2","","","","1"
"1 Strongly disagree","2005","Part Time","West Germany","6","","","","1"
"1 Strongly disagree","2005","Part Time","East Germany","1","","","","1"
"1 Strongly disagree","2005","Not Working","West Germany","55","0.0118747794982538","0.00906809928210283","0.0146814597144047","1"
"1 Strongly disagree","2005","Not Working","East Germany","21","","","","1"
"2 on scale 1-7 ","2005","Part Time","West Germany","11","","","","2"
"2 on scale 1-7 ","2005","Full Time","West Germany","17","","","","2"
"2 on scale 1-7 ","2005","Not Working","East Germany","17","","","","2"
"2 on scale 1-7 ","2005","Full Time","East Germany","","","","","2"
"2 on scale 1-7 ","2005","Part Time","East Germany","5","","","","2"
"2 on scale 1-7 ","2005","Not Working","West Germany","40","0.00750119280456176","0.0052655401729012","0.00973684543622232","2"
"3 on scale 1-7 ","2005","Not Working","West Germany","120","0.0196678709511389","0.0160700507375936","0.0232656911646843","3"
"3 on scale 1-7 ","2005","Full Time","West Germany","49","0.00966274633394611","0.00720688928620486","0.0121186033816874","3"
"3 on scale 1-7 ","2005","Part Time","East Germany","14","","","","3"
"3 on scale 1-7 ","2005","Part Time","West Germany","56","0.0152820311898804","0.0113862991516178","0.019177763228143","3"
"3 on scale 1-7 ","2005","Full Time","East Germany","17","","","","3"
"3 on scale 1-7 ","2005","Not Working","East Germany","33","0.0155199124771065","0.0102306703151573","0.0208091546390557","3"
"4 on scale 1-7","2005","Not Working","East Germany","105","0.0518686164156121","0.0423793652498457","0.0613578675813785","4"
"4 on scale 1-7","2005","Full Time","East Germany","22","","","","4"
"4 on scale 1-7","2005","Part Time","West Germany","149","0.0425748458806462","0.0361631699468783","0.048986521814414","4"
"4 on scale 1-7","2005","Not Working","West Germany","400","0.0681725775397908","0.0616420725582153","0.0747030825213664","4"
"4 on scale 1-7","2005","Full Time","West Germany","161","0.0259569037061196","0.021965030252036","0.0299487771602032","4"
"4 on scale 1-7","2005","Part Time","East Germany","26","","","","4"
