"party","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"CDU/CSU","1984","no migration background","(0) in school","","","",""
"CDU/CSU","1984","no migration background","(1a) inadequately completed","","","",""
"CDU/CSU","1984","no migration background","(1b) general elementary school","518","0.453645400359304","0.424821593440154","0.482469207278453"
"CDU/CSU","1984","no migration background","(1c) basic vocational qualification","972","0.446146538181947","0.425298846527271","0.466994229836623"
"CDU/CSU","1984","no migration background","(2b) intermediate general qualification","94","0.476581918243309","0.408212119462848","0.544951717023771"
"CDU/CSU","1984","no migration background","(2a) intermediate vocational","414","0.530669793569811","0.496173573973749","0.565166013165874"
"CDU/CSU","1984","no migration background","(2c_gen) general maturity certificate","54","0.330891013073775","0.259950282577908","0.401831743569642"
"CDU/CSU","1984","no migration background","(2c_voc) vocational maturity certificate","94","0.459350076852898","0.391948755112737","0.526751398593059"
"CDU/CSU","1984","no migration background","(3a) lower tertiary education","81","0.530167747122185","0.453075053841518","0.607260440402852"
"CDU/CSU","1984","no migration background","(3b) higher tertiary education","121","0.456478656971307","0.398135810366628","0.514821503575985"
"CDU/CSU","1984","direct migration background","(0) in school","","","",""
"CDU/CSU","1984","direct migration background","(1a) inadequately completed","","","",""
"CDU/CSU","1984","direct migration background","(1b) general elementary school","57","0.320468422308034","0.267837368929026","0.373099475687041"
"CDU/CSU","1984","direct migration background","(1c) basic vocational qualification","63","0.357104183916858","0.299738990401012","0.414469377432704"
"CDU/CSU","1984","direct migration background","(2b) intermediate general qualification","","","",""
"CDU/CSU","1984","direct migration background","(2a) intermediate vocational","","","",""
"CDU/CSU","1984","direct migration background","(2c_gen) general maturity certificate","","","",""
"CDU/CSU","1984","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"CDU/CSU","1984","direct migration background","(3a) lower tertiary education","","","",""
"CDU/CSU","1984","direct migration background","(3b) higher tertiary education","","","",""
"CDU/CSU","1984","indirect migration background","(0) in school","","","",""
"CDU/CSU","1984","indirect migration background","(1a) inadequately completed","","","",""
"CDU/CSU","1984","indirect migration background","(1b) general elementary school","","","",""
"CDU/CSU","1984","indirect migration background","(1c) basic vocational qualification","","","",""
"CDU/CSU","1984","indirect migration background","(2b) intermediate general qualification","","","",""
"CDU/CSU","1984","indirect migration background","(2a) intermediate vocational","","","",""
"CDU/CSU","1984","indirect migration background","(2c_gen) general maturity certificate","","","",""
"CDU/CSU","1984","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"CDU/CSU","1984","indirect migration background","(3a) lower tertiary education","","","",""
"CDU/CSU","1984","indirect migration background","(3b) higher tertiary education","","","",""
"SPD","1984","no migration background","(0) in school","","","",""
"SPD","1984","no migration background","(1a) inadequately completed","","","",""
"SPD","1984","no migration background","(1b) general elementary school","575","0.50233225195275","0.473384085451966","0.531280418453533"
"SPD","1984","no migration background","(1c) basic vocational qualification","1109","0.506934255443051","0.485966593344658","0.527901917541444"
"SPD","1984","no migration background","(2b) intermediate general qualification","62","0.297889160741343","0.235285266397295","0.360493055085392"
"SPD","1984","no migration background","(2a) intermediate vocational","307","0.364903194642865","0.331627367202448","0.398179022083281"
"SPD","1984","no migration background","(2c_gen) general maturity certificate","45","0.266125427559096","0.199497110304893","0.332753744813299"
"SPD","1984","no migration background","(2c_voc) vocational maturity certificate","66","0.319868171578633","0.256783985054342","0.382952358102923"
"SPD","1984","no migration background","(3a) lower tertiary education","52","0.305431216185561","0.234285379002589","0.376577053368533"
"SPD","1984","no migration background","(3b) higher tertiary education","92","0.306283213917915","0.252292163758123","0.360274264077707"
"SPD","1984","direct migration background","(0) in school","","","",""
"SPD","1984","direct migration background","(1a) inadequately completed","222","0.835190546968614","0.790180270404207","0.88020082353302"
"SPD","1984","direct migration background","(1b) general elementary school","218","0.616644551747547","0.561808915254067","0.671480188241028"
"SPD","1984","direct migration background","(1c) basic vocational qualification","189","0.584398989619191","0.525396040469707","0.643401938768674"
"SPD","1984","direct migration background","(2b) intermediate general qualification","","","",""
"SPD","1984","direct migration background","(2a) intermediate vocational","","","",""
"SPD","1984","direct migration background","(2c_gen) general maturity certificate","","","",""
